subject_id,trial_no,filename,gender,age,experience,favorite_team,favorite_color,sim_psucc,impaired_vision,response_time,response_side,scene_id,red_count,blue_count,expected_side
7,79,id13_v2_r6_b5.jpg,m,34,last-year,neither,neither,0.7840642970078415,False,645.0828484588918,blue,13,6,5,red
8,35,id13_v1_r6_b5.jpg,f,22,more,neither,blue,0.7150338924169762,False,1003.475358234118,red,13,6,5,red
8,44,id13_v2_r6_b5.jpg,f,22,more,neither,blue,0.7150338924169762,False,835.0748898359406,blue,13,6,5,red
9,29,id13_v1_r6_b5.jpg,m,28,last-year,neither,neither,0.7720382230548956,False,783.5841256900129,red,13,6,5,red
9,48,id13_v2_r6_b5.jpg,m,28,last-year,neither,neither,0.7720382230548956,False,659.0153092714933,red,13,6,5,red
10,38,id13_v1_r5_b6.jpg,f,26,more,neither,neither,0.7096112775221104,False,988.6858760091628,blue,13,5,6,blue
10,57,id13_v2_r5_b6.jpg,f,26,more,neither,neither,0.7096112775221104,False,971.5719722842896,blue,13,5,6,blue
11,29,id13_v1_r5_b6.jpg,f,36,more,red,both,0.6169072433145466,False,847.7011587474352,blue,13,5,6,blue
11,76,id13_v2_r5_b6.jpg,f,36,more,red,both,0.6169072433145466,False,1098.0220533377085,blue,13,5,6,blue
12,8,id13_v1_r6_b5.jpg,f,31,more,neither,neither,0.6690650392601315,False,907.1171292266812,red,13,6,5,red
12,60,id13_v2_r6_b5.jpg,f,31,more,neither,neither,0.68427106287968,False,810.5018163187948,blue,13,6,5,red
13,34,id13_v1_r6_b5.jpg,f,34,more,blue,neither,0.6796467070176101,False,972.394705279026,blue,13,6,5,red
13,43,id13_v2_r6_b5.jpg,f,34,more,blue,neither,0.6796467070176101,False,671.9099877441773,blue,13,6,5,red
14,22,id13_v1_r5_b6.jpg,m,27,last-year,neither,both,0.710773238402012,False,1132.058071374206,blue,13,5,6,blue
14,73,id13_v2_r5_b6.jpg,m,27,last-year,neither,both,0.710773238402012,False,1070.5928902110495,blue,13,5,6,blue
15,39,id13_v1_r6_b5.jpg,m,24,last-month,blue,neither,0.7408199581001162,False,908.342289022734,red,13,6,5,red
15,69,id13_v2_r6_b5.jpg,m,24,last-month,blue,neither,0.7408199581001162,False,773.5421575207677,red,13,6,5,red
16,39,id13_v1_r6_b5.jpg,f,29,more,neither,neither,0.6713217809939284,False,642.5270502482427,blue,13,6,5,red
16,47,id13_v2_r6_b5.jpg,f,29,more,neither,neither,0.6713217809939284,False,704.934074722406,red,13,6,5,red
17,36,id13_v1_r5_b6.jpg,m,21,never,neither,blue,0.7133567759307459,False,1196.0692897843192,blue,13,5,6,blue
17,59,id13_v2_r5_b6.jpg,m,21,never,neither,blue,0.7133567759307459,False,746.8854921420365,red,13,5,6,blue
18,37,id13_v1_r5_b6.jpg,f,34,more,both,neither,0.8281703509891061,False,1252.3135555729025,blue,13,5,6,blue
18,44,id13_v2_r5_b6.jpg,f,34,more,both,neither,0.8281703509891061,False,1051.0079619921598,blue,13,5,6,blue
19,6,id13_v1_r6_b5.jpg,f,31,more,neither,neither,0.6629932027473909,False,1152.0005950743168,red,13,6,5,red
19,54,id13_v2_r6_b5.jpg,f,31,more,neither,neither,0.7103498600864903,False,826.7688615790108,red,13,6,5,red
20,26,id13_v1_r5_b6.jpg,m,33,last-month,neither,both,0.6368184067860345,False,1180.7134363904731,red,13,5,6,blue
20,41,id13_v2_r5_b6.jpg,m,33,last-month,neither,both,0.6368184067860345,False,1328.5988699958302,blue,13,5,6,blue
21,38,id13_v1_r5_b6.jpg,f,26,more,neither,neither,0.7415948168490388,False,601.0497246799551,red,13,5,6,blue
21,57,id13_v2_r5_b6.jpg,f,26,more,neither,neither,0.7415948168490388,False,1082.1518656054525,red,13,5,6,blue
22,19,id13_v1_r5_b6.jpg,f,37,more,neither,blue,0.7612793577071436,False,1265.0643500385495,red,13,5,6,blue
22,56,id13_v2_r5_b6.jpg,f,37,more,neither,blue,0.7612793577071436,False,912.5654646022284,blue,13,5,6,blue
23,33,id13_v1_r6_b5.jpg,m,36,last-year,neither,neither,0.7558792489203107,False,643.9930796104226,red,13,6,5,red
23,68,id13_v2_r6_b5.jpg,m,36,last-year,neither,neither,0.7558792489203107,False,727.1474917298434,blue,13,6,5,red
24,17,id13_v1_r6_b5.jpg,m,34,last-year,neither,neither,0.5561007252644333,False,902.6774072627044,red,13,6,5,red
24,61,id13_v2_r6_b5.jpg,m,34,last-year,neither,neither,0.5561007252644333,False,980.196248216372,blue,13,6,5,red
25,9,id13_v1_r6_b5.jpg,m,23,last-month,blue,neither,0.7872117732063735,False,1129.7948611387872,red,13,6,5,red
25,50,id13_v2_r6_b5.jpg,m,23,last-month,blue,neither,0.7872117732063735,False,959.5512768759496,red,13,6,5,red
26,9,id13_v1_r5_b6.jpg,f,28,more,blue,blue,0.7251861947699493,False,1061.8667728150035,red,13,5,6,blue
26,63,id13_v2_r5_b6.jpg,f,28,more,blue,blue,0.7251861947699493,False,979.6507828940618,red,13,5,6,blue
27,29,id13_v1_r6_b5.jpg,m,20,more,blue,neither,0.7499905072233696,False,756.2283495222081,red,13,6,5,red
27,57,id13_v2_r6_b5.jpg,m,20,more,blue,neither,0.7499905072233696,False,626.805089447835,red,13,6,5,red
28,27,id13_v1_r5_b6.jpg,f,22,more,neither,blue,0.7895337149273247,False,1256.6276870331003,red,13,5,6,blue
28,62,id13_v2_r5_b6.jpg,f,22,more,neither,blue,0.7895337149273247,False,1125.3969899299982,blue,13,5,6,blue
29,26,id13_v1_r6_b5.jpg,m,32,last-month,red,red,0.6261594646410257,False,905.1609843321628,blue,13,6,5,red
29,42,id13_v2_r6_b5.jpg,m,32,last-month,red,red,0.6261594646410257,False,1032.1078747210845,blue,13,6,5,red
30,7,id13_v1_r5_b6.jpg,f,33,more,neither,red,0.5523279054291683,False,1012.6545776832786,red,13,5,6,blue
30,50,id13_v2_r5_b6.jpg,f,33,more,neither,red,0.5780175754491297,False,770.755720635834,blue,13,5,6,blue
31,5,id13_v1_r6_b5.jpg,f,37,more,neither,neither,0.5536252002745654,False,783.8643685912292,red,13,6,5,red
31,78,id13_v2_r6_b5.jpg,f,37,more,neither,neither,0.6076374149354986,False,854.7470026031775,red,13,6,5,red
32,8,id13_v1_r6_b5.jpg,m,25,last-month,red,red,0.6342200219839493,False,1193.6057218169592,red,13,6,5,red
32,78,id13_v2_r6_b5.jpg,m,25,last-month,red,red,0.6486341133926755,False,1101.6937167500912,red,13,6,5,red
33,27,id13_v1_r5_b6.jpg,f,26,more,neither,neither,0.7324336877019983,False,1418.8278859627906,blue,13,5,6,blue
33,45,id13_v2_r5_b6.jpg,f,26,more,neither,neither,0.7324336877019983,False,1257.1372768704348,blue,13,5,6,blue
34,25,id13_v1_r6_b5.jpg,f,28,more,neither,neither,0.6699439385430878,False,714.0239013618083,blue,13,6,5,red
34,52,id13_v2_r6_b5.jpg,f,28,more,neither,neither,0.6699439385430878,False,721.5385726573231,blue,13,6,5,red
35,15,id13_v1_r6_b5.jpg,f,23,more,red,blue,0.7157197601624308,False,795.7828950344513,red,13,6,5,red
35,73,id13_v2_r6_b5.jpg,f,23,more,red,blue,0.7157197601624308,False,1003.982818537776,blue,13,6,5,red
36,5,id13_v1_r6_b5.jpg,m,22,last-year,red,blue,0.6584257708966187,False,859.6235260345369,blue,13,6,5,red
36,64,id13_v2_r6_b5.jpg,m,22,last-year,red,blue,0.7226624314718986,False,924.1946969459484,red,13,6,5,red
37,11,id13_v1_r5_b6.jpg,f,28,more,red,blue,0.8077889968531777,False,763.6549395811173,blue,13,5,6,blue
37,61,id13_v2_r5_b6.jpg,f,28,more,red,blue,0.8077889968531777,False,802.744144120972,blue,13,5,6,blue
38,15,id13_v1_r6_b5.jpg,m,24,last-year,blue,neither,0.6503951639517922,False,1235.0038260498302,blue,13,6,5,red
38,63,id13_v2_r6_b5.jpg,m,24,last-year,blue,neither,0.6503951639517922,False,873.6877957563133,blue,13,6,5,red
39,13,id13_v1_r5_b6.jpg,m,32,last-year,blue,neither,0.7813000453920829,False,1326.9965505147509,red,13,5,6,blue
39,67,id13_v2_r5_b6.jpg,m,32,last-year,blue,neither,0.7813000453920829,False,1042.8745057243673,red,13,5,6,blue
40,0,id13_v1_r5_b6.jpg,m,27,last-month,neither,red,0.5197002601339502,False,1322.5328377563042,blue,13,5,6,blue
40,44,id13_v2_r5_b6.jpg,m,27,last-month,neither,red,0.6496253251674378,False,808.7726584722134,blue,13,5,6,blue
41,39,id13_v1_r5_b6.jpg,f,34,more,both,neither,0.7149280242236544,False,939.8887771367704,blue,13,5,6,blue
41,46,id13_v2_r5_b6.jpg,f,34,more,both,neither,0.7149280242236544,False,822.2345720678819,red,13,5,6,blue
42,5,id13_v1_r5_b6.jpg,m,32,last-month,red,blue,0.6626859695870971,False,821.2724111447435,blue,13,5,6,blue
42,43,id13_v2_r5_b6.jpg,m,32,last-month,red,blue,0.7273382593029115,False,742.2782510569206,blue,13,5,6,blue
43,34,id13_v1_r6_b5.jpg,m,25,last-year,neither,neither,0.8666758540356824,False,966.7883260347336,blue,13,6,5,red
43,60,id13_v2_r6_b5.jpg,m,25,last-year,neither,neither,0.8666758540356824,False,785.0102311029353,red,13,6,5,red
44,21,id13_v1_r5_b6.jpg,f,34,more,neither,neither,0.7121150951975374,False,1502.5839499383344,red,13,5,6,blue
44,59,id13_v2_r5_b6.jpg,f,34,more,neither,neither,0.7121150951975374,False,1154.535648022839,blue,13,5,6,blue
45,17,id13_v1_r5_b6.jpg,m,34,last-month,neither,neither,0.6921168490011119,False,1164.4325075941017,red,13,5,6,blue
45,69,id13_v2_r5_b6.jpg,m,34,last-month,neither,neither,0.6921168490011119,False,871.7688209405611,red,13,5,6,blue
46,0,id13_v1_r6_b5.jpg,m,26,last-month,neither,neither,0.4922149509293879,False,999.1203858926242,blue,13,6,5,red
46,66,id13_v2_r6_b5.jpg,m,26,last-month,neither,neither,0.6152686886617349,False,953.097871652794,blue,13,6,5,red
47,2,id13_v1_r5_b6.jpg,m,25,last-year,neither,neither,0.550512288650963,False,1606.628535928647,blue,13,5,6,blue
47,52,id13_v2_r5_b6.jpg,m,25,last-year,neither,neither,0.6519224470866668,False,1395.7883595225894,blue,13,5,6,blue
48,36,id13_v1_r5_b6.jpg,m,32,last-month,red,blue,0.6163344093529646,False,1126.519324379499,red,13,5,6,blue
48,49,id13_v2_r5_b6.jpg,m,32,last-month,red,blue,0.6163344093529646,False,953.3859339106182,red,13,5,6,blue
49,31,id13_v1_r6_b5.jpg,m,22,more,neither,red,0.7744293803451521,False,710.094056579097,red,13,6,5,red
49,66,id13_v2_r6_b5.jpg,m,22,more,neither,red,0.7744293803451521,False,1100.1860162723317,red,13,6,5,red
0,1,id29_v1_r6_b5.jpg,f,33,more,blue,neither,0.6287563059531187,False,1180.2617097839857,blue,29,6,5,red
0,54,id29_v2_r6_b5.jpg,f,33,more,blue,neither,0.7647036153483875,False,748.8716419082331,red,29,6,5,red
1,4,id29_v1_r6_b5.jpg,f,27,more,neither,neither,0.6054870402550432,False,816.2313724787832,red,29,6,5,red
1,44,id29_v2_r6_b5.jpg,f,27,more,neither,neither,0.6811729202869236,False,944.2561471466166,red,29,6,5,red
2,26,id29_v1_r6_b5.jpg,f,35,more,blue,blue,0.8943859505773183,False,766.6461434434231,red,29,6,5,red
2,40,id29_v2_r6_b5.jpg,f,35,more,blue,blue,0.8943859505773183,False,1094.7574327354905,red,29,6,5,red
3,36,id29_v1_r6_b5.jpg,m,32,last-month,neither,neither,0.7869026756978023,False,1043.8386947608587,red,29,6,5,red
3,74,id29_v2_r6_b5.jpg,m,32,last-month,neither,neither,0.7869026756978023,False,919.868265452552,red,29,6,5,red
4,35,id29_v1_r5_b6.jpg,m,21,last-year,blue,neither,0.6838140462138768,False,888.9943480209607,red,29,5,6,blue
4,69,id29_v2_r5_b6.jpg,m,21,last-year,blue,neither,0.6838140462138768,False,753.440424906259,blue,29,5,6,blue
5,16,id29_v1_r6_b5.jpg,f,37,more,neither,blue,0.7207386137363,False,987.9789390588496,blue,29,6,5,red
5,62,id29_v2_r6_b5.jpg,f,37,more,neither,blue,0.7207386137363,False,709.7093771253735,red,29,6,5,red
6,16,id29_v1_r6_b5.jpg,f,33,more,neither,neither,0.74287827013177,False,542.1467121804786,blue,29,6,5,red
6,42,id29_v2_r6_b5.jpg,f,33,more,neither,neither,0.74287827013177,False,776.1202392424763,blue,29,6,5,red
7,30,id29_v1_r6_b5.jpg,m,34,last-year,neither,neither,0.8375566787084363,False,783.8523567602023,blue,29,6,5,red
7,62,id29_v2_r6_b5.jpg,m,34,last-year,neither,neither,0.8375566787084363,False,1213.0202821726036,red,29,6,5,red
8,0,id29_v1_r6_b5.jpg,f,22,more,neither,blue,0.6148210192940569,False,711.886025388939,red,29,6,5,red
8,48,id29_v2_r6_b5.jpg,f,22,more,neither,blue,0.768526274117571,False,600.7037108599211,blue,29,6,5,red
9,31,id29_v1_r6_b5.jpg,m,28,last-year,neither,neither,0.8255306047554903,False,677.211480358416,red,29,6,5,red
9,75,id29_v2_r6_b5.jpg,m,28,last-year,neither,neither,0.8255306047554903,False,438.6373078280122,red,29,6,5,red
10,0,id29_v1_r6_b5.jpg,f,26,more,neither,neither,0.6192515778087706,False,817.3502123005396,red,29,6,5,red
10,64,id29_v2_r6_b5.jpg,f,26,more,neither,neither,0.7740644722609632,False,608.7548643878421,blue,29,6,5,red
11,30,id29_v1_r5_b6.jpg,f,36,more,red,both,0.6703996250151414,False,1001.745447879146,red,29,5,6,blue
11,46,id29_v2_r5_b6.jpg,f,36,more,red,both,0.6703996250151414,False,965.1723768268464,blue,29,5,6,blue
12,4,id29_v1_r5_b6.jpg,f,31,more,neither,neither,0.605603423161092,False,1108.3989408758014,red,29,5,6,blue
12,61,id29_v2_r5_b6.jpg,f,31,more,neither,neither,0.6813038510562284,False,993.4508730574744,blue,29,5,6,blue
13,16,id29_v1_r5_b6.jpg,f,34,more,blue,neither,0.7438149907598444,False,865.1929610801664,blue,29,5,6,blue
13,54,id29_v2_r5_b6.jpg,f,34,more,blue,neither,0.7438149907598444,False,863.1640013991201,blue,29,5,6,blue
14,34,id29_v1_r5_b6.jpg,m,27,last-year,neither,both,0.7642656201026068,False,786.6264026303501,blue,29,5,6,blue
14,63,id29_v2_r5_b6.jpg,m,27,last-year,neither,both,0.7642656201026068,False,840.4846836857985,blue,29,5,6,blue
15,2,id29_v1_r5_b6.jpg,m,24,last-month,blue,neither,0.6967701837692469,False,1344.3125897210132,red,29,5,6,blue
15,75,id29_v2_r5_b6.jpg,m,24,last-month,blue,neither,0.8251225860425293,False,968.6778126147744,blue,29,5,6,blue
16,8,id29_v1_r6_b5.jpg,f,29,more,neither,neither,0.7087071813013115,False,909.6250561936996,red,29,6,5,red
16,49,id29_v2_r6_b5.jpg,f,29,more,neither,neither,0.7248141626945231,False,566.0670421018378,red,29,6,5,red
17,27,id29_v1_r6_b5.jpg,m,21,never,neither,blue,0.7352563946191757,False,935.519214236587,red,29,6,5,red
17,79,id29_v2_r6_b5.jpg,m,21,never,neither,blue,0.7352563946191757,False,983.2858491145162,blue,29,6,5,red
18,6,id29_v1_r5_b6.jpg,f,34,more,both,neither,0.8228852171770541,False,1139.475559380894,red,29,5,6,blue
18,71,id29_v2_r5_b6.jpg,f,34,more,both,neither,0.8816627326897009,False,883.097297537342,red,29,5,6,blue
19,34,id29_v1_r5_b6.jpg,f,31,more,neither,neither,0.7988879445523568,False,1368.3718498285289,blue,29,5,6,blue
19,40,id29_v2_r5_b6.jpg,f,31,more,neither,neither,0.7988879445523568,False,793.3484888653069,blue,29,5,6,blue
20,33,id29_v1_r5_b6.jpg,m,33,last-month,neither,both,0.6903107884866293,False,923.2640723055956,blue,29,5,6,blue
20,45,id29_v2_r5_b6.jpg,m,33,last-month,neither,both,0.6903107884866293,False,1305.1219876667185,blue,29,5,6,blue
21,25,id29_v1_r6_b5.jpg,f,26,more,neither,neither,0.7774872872860246,False,747.4239473703552,red,29,6,5,red
21,69,id29_v2_r6_b5.jpg,f,26,more,neither,neither,0.7774872872860246,False,666.5167462158662,red,29,6,5,red
22,38,id29_v1_r6_b5.jpg,f,37,more,neither,blue,0.7469028479133857,False,1279.355351797156,blue,29,6,5,red
22,62,id29_v2_r6_b5.jpg,f,37,more,neither,blue,0.7469028479133857,False,860.6515423796834,red,29,6,5,red
23,26,id29_v1_r6_b5.jpg,m,36,last-year,neither,neither,0.8093716306209054,False,856.03820583869,red,29,6,5,red
23,72,id29_v2_r6_b5.jpg,m,36,last-year,neither,neither,0.8093716306209054,False,690.519407445298,blue,29,6,5,red
24,6,id29_v1_r6_b5.jpg,m,34,last-year,neither,neither,0.568953566500693,False,1102.5603763130391,blue,29,6,5,red
24,41,id29_v2_r6_b5.jpg,m,34,last-year,neither,neither,0.6095931069650281,False,807.6995615430217,blue,29,6,5,red
25,21,id29_v1_r6_b5.jpg,m,23,last-month,blue,neither,0.8407041549069683,False,937.8703710229694,red,29,6,5,red
25,42,id29_v2_r6_b5.jpg,m,23,last-month,blue,neither,0.8407041549069683,False,775.7181112003816,blue,29,6,5,red
26,12,id29_v1_r6_b5.jpg,f,28,more,blue,blue,0.8168546643201484,False,834.4259224986936,red,29,6,5,red
26,45,id29_v2_r6_b5.jpg,f,28,more,blue,blue,0.8168546643201484,False,919.4566612955653,red,29,6,5,red
27,11,id29_v1_r6_b5.jpg,m,20,more,blue,neither,0.8034828889239644,False,866.7384216625164,red,29,6,5,red
27,67,id29_v2_r6_b5.jpg,m,20,more,blue,neither,0.8034828889239644,False,622.8556852253506,red,29,6,5,red
28,9,id29_v1_r5_b6.jpg,f,22,more,neither,blue,0.8430260966279195,False,1188.36817772235,blue,29,5,6,blue
28,63,id29_v2_r5_b6.jpg,f,22,more,neither,blue,0.8430260966279195,False,1086.9361998557802,blue,29,5,6,blue
29,12,id29_v1_r6_b5.jpg,m,32,last-month,red,red,0.6796518463416205,False,1007.8149265402892,red,29,6,5,red
29,61,id29_v2_r6_b5.jpg,m,32,last-month,red,red,0.6796518463416205,False,774.9192305140492,blue,29,6,5,red
30,19,id29_v1_r6_b5.jpg,f,33,more,neither,red,0.6001216317357506,False,717.2631921374012,red,29,6,5,red
30,79,id29_v2_r6_b5.jpg,f,33,more,neither,red,0.6001216317357506,False,860.0430123914938,red,29,6,5,red
31,35,id29_v1_r5_b6.jpg,f,37,more,neither,neither,0.7106015620660828,False,925.4891232477784,blue,29,5,6,blue
31,42,id29_v2_r5_b6.jpg,f,37,more,neither,neither,0.7106015620660828,False,866.4696905020203,red,29,5,6,blue
32,24,id29_v1_r5_b6.jpg,m,25,last-month,red,red,0.7817676371626568,False,1250.797327076038,blue,29,5,6,blue
32,57,id29_v2_r5_b6.jpg,m,25,last-month,red,red,0.7817676371626568,False,954.1950730553284,blue,29,5,6,blue
33,28,id29_v1_r5_b6.jpg,f,26,more,neither,neither,0.7859260694025931,False,1443.4663788517742,red,29,5,6,blue
33,55,id29_v2_r5_b6.jpg,f,26,more,neither,neither,0.7859260694025931,False,1027.1293796485772,blue,29,5,6,blue
34,3,id29_v1_r6_b5.jpg,f,28,more,neither,neither,0.6269781442111916,False,792.9486622046344,blue,29,6,5,red
34,56,id29_v2_r6_b5.jpg,f,28,more,neither,neither,0.7234363202436825,False,767.0624542161429,red,29,6,5,red
35,23,id29_v1_r6_b5.jpg,f,23,more,red,blue,0.7692121418630256,False,1138.2639278726008,red,29,6,5,red
35,53,id29_v2_r6_b5.jpg,f,23,more,red,blue,0.7692121418630256,False,770.3010679570517,red,29,6,5,red
36,22,id29_v1_r6_b5.jpg,m,22,last-year,red,blue,0.7761548131724934,False,718.6607018344464,blue,29,6,5,red
36,75,id29_v2_r6_b5.jpg,m,22,last-year,red,blue,0.7761548131724934,False,725.2060892573163,red,29,6,5,red
37,13,id29_v1_r6_b5.jpg,f,28,more,red,blue,0.778610193097638,False,859.7845382438952,red,29,6,5,red
37,65,id29_v2_r6_b5.jpg,f,28,more,red,blue,0.778610193097638,False,804.0786097676972,red,29,6,5,red
38,25,id29_v1_r6_b5.jpg,m,24,last-year,blue,neither,0.703887545652387,False,728.9497239509586,red,29,6,5,red
38,45,id29_v2_r6_b5.jpg,m,24,last-year,blue,neither,0.703887545652387,False,1015.2344421723022,red,29,6,5,red
39,5,id29_v1_r6_b5.jpg,m,32,last-year,blue,neither,0.5849501681791012,False,830.1822396097994,blue,29,6,5,red
39,66,id29_v2_r6_b5.jpg,m,32,last-year,blue,neither,0.6420184772697451,False,808.6782386880218,red,29,6,5,red
40,18,id29_v1_r5_b6.jpg,m,27,last-month,neither,red,0.7031177068680325,False,902.8165755253984,blue,29,5,6,blue
40,67,id29_v2_r5_b6.jpg,m,27,last-month,neither,red,0.7031177068680325,False,887.655161337024,blue,29,5,6,blue
41,21,id29_v1_r5_b6.jpg,f,34,more,both,neither,0.7684204059242492,False,1183.166691623571,blue,29,5,6,blue
41,51,id29_v2_r5_b6.jpg,f,34,more,both,neither,0.7684204059242492,False,748.0772291677812,blue,29,5,6,blue
42,20,id29_v1_r5_b6.jpg,m,32,last-month,red,blue,0.7808306410035063,False,601.3264882303728,blue,29,5,6,blue
42,42,id29_v2_r5_b6.jpg,m,32,last-month,red,blue,0.7808306410035063,False,669.8901367473186,blue,29,5,6,blue
43,20,id29_v1_r6_b5.jpg,m,25,last-year,neither,neither,0.9201682357362772,False,881.4767078117522,red,29,6,5,red
43,42,id29_v2_r6_b5.jpg,m,25,last-year,neither,neither,0.9201682357362772,False,653.021096379683,red,29,6,5,red
44,15,id29_v1_r5_b6.jpg,f,34,more,neither,neither,0.7656074768981321,False,1492.3836774389688,blue,29,5,6,blue
44,61,id29_v2_r5_b6.jpg,f,34,more,neither,neither,0.7656074768981321,False,1127.8236822097954,blue,29,5,6,blue
45,11,id29_v1_r5_b6.jpg,m,34,last-month,neither,neither,0.7456092307017067,False,1025.754129867176,blue,29,5,6,blue
45,43,id29_v2_r5_b6.jpg,m,34,last-month,neither,neither,0.7456092307017067,False,1012.8168725165542,blue,29,5,6,blue
46,22,id29_v1_r5_b6.jpg,m,26,last-month,neither,neither,0.7929779215827071,False,888.2163049925157,red,29,5,6,blue
46,54,id29_v2_r5_b6.jpg,m,26,last-month,neither,neither,0.7929779215827071,False,952.9939707452792,blue,29,5,6,blue
47,22,id29_v1_r5_b6.jpg,m,25,last-year,neither,neither,0.7054148287872616,False,1535.265512583735,red,29,5,6,blue
47,64,id29_v2_r5_b6.jpg,m,25,last-year,neither,neither,0.7054148287872616,False,1244.594120920336,blue,29,5,6,blue
48,19,id29_v1_r6_b5.jpg,m,32,last-month,red,blue,0.7835840089058802,False,1160.0753491640064,red,29,6,5,red
48,75,id29_v2_r6_b5.jpg,m,32,last-month,red,blue,0.7835840089058802,False,1101.590701784271,red,29,6,5,red
49,26,id29_v1_r5_b6.jpg,m,22,more,neither,red,0.726450073055666,False,927.222461958686,red,29,5,6,blue
49,53,id29_v2_r5_b6.jpg,m,22,more,neither,red,0.726450073055666,False,988.183624386302,blue,29,5,6,blue
0,2,id33_v1_r5_b6.jpg,f,33,more,blue,neither,0.5113339245297338,False,1198.6499526527748,red,33,5,6,blue
0,70,id33_v2_r5_b6.jpg,f,33,more,blue,neither,0.6055270158904743,False,846.9260170497374,blue,33,5,6,blue
1,32,id33_v1_r6_b5.jpg,f,27,more,neither,neither,0.5649832666652563,False,847.1760199650014,blue,33,6,5,red
1,41,id33_v2_r6_b5.jpg,f,27,more,neither,neither,0.5649832666652563,False,949.2128313245646,red,33,6,5,red
2,13,id33_v1_r6_b5.jpg,f,35,more,blue,blue,0.7781962969556511,False,1050.7146906324554,red,33,6,5,red
2,58,id33_v2_r6_b5.jpg,f,35,more,blue,blue,0.7781962969556511,False,1167.925311875473,red,33,6,5,red
3,27,id33_v1_r5_b6.jpg,m,32,last-month,neither,neither,0.6676608852980072,False,874.1808798826347,red,33,5,6,blue
3,69,id33_v2_r5_b6.jpg,m,32,last-month,neither,neither,0.6676608852980072,False,997.1941682647148,blue,33,5,6,blue
4,39,id33_v1_r5_b6.jpg,m,21,last-year,blue,neither,0.5676243925922095,False,746.0607740080796,blue,33,5,6,blue
4,68,id33_v2_r5_b6.jpg,m,21,last-year,blue,neither,0.5676243925922095,False,808.4078456539266,red,33,5,6,blue
5,33,id33_v1_r6_b5.jpg,f,37,more,neither,blue,0.6045489601146328,False,954.447083583809,red,33,6,5,red
5,79,id33_v2_r6_b5.jpg,f,37,more,neither,blue,0.6045489601146328,False,556.1263678339576,red,33,6,5,red
6,0,id33_v1_r5_b6.jpg,f,33,more,neither,neither,0.5368430895506985,False,1202.041400945696,blue,33,5,6,blue
6,49,id33_v2_r5_b6.jpg,f,33,more,neither,neither,0.671053861938373,False,781.7377733817907,blue,33,5,6,blue
7,39,id33_v1_r5_b6.jpg,m,34,last-year,neither,neither,0.629126082477423,False,1119.295011471543,blue,33,5,6,blue
7,56,id33_v2_r5_b6.jpg,m,34,last-year,neither,neither,0.629126082477423,False,846.962223462671,blue,33,5,6,blue
8,1,id33_v1_r6_b5.jpg,f,22,more,neither,blue,0.5363656657410765,False,834.0301643139277,blue,33,6,5,red
8,70,id33_v2_r6_b5.jpg,f,22,more,neither,blue,0.6523366204959038,False,854.5729420999583,blue,33,6,5,red
9,14,id33_v1_r6_b5.jpg,m,28,last-year,neither,neither,0.7093409511338231,False,752.1805148480793,red,33,6,5,red
9,44,id33_v2_r6_b5.jpg,m,28,last-year,neither,neither,0.7093409511338231,False,724.2877533601107,red,33,6,5,red
10,26,id33_v1_r5_b6.jpg,f,26,more,neither,neither,0.646914005601038,False,861.809552183502,blue,33,5,6,blue
