subject_id,filename,response_time,gender,age,knows_football,sim_psucc,response_side
21,id13_r6_b5.png,848.2147961463249,m,26,1,0.692192644157721,red
22,id13_r5_b6.png,891.3257957810241,f,37,0,0.797547703553832,blue
22,id13_r6_b5.png,1198.6091733596675,f,37,0,0.8968595390452767,red
23,id13_r6_b5.png,875.476423305141,m,36,1,0.6393594414068746,red
23,id13_r5_b6.png,1015.6076252976072,m,36,1,0.528636713727469,blue
24,id13_r6_b5.png,985.2419016855795,m,34,1,0.893772034277881,blue
24,id13_r5_b6.png,1031.095688722047,m,34,1,0.7588580537752688,blue
25,id13_r6_b5.png,1142.1033776906434,m,23,1,0.9128272999528725,red
25,id13_r5_b6.png,983.5107351081094,m,23,1,0.7679989044469431,blue
26,id13_r5_b6.png,1229.3620908180376,m,28,1,0.7928874368116821,blue
26,id13_r6_b5.png,1091.9110010328843,m,28,1,0.8466521677764581,red
27,id13_r6_b5.png,938.917168420128,m,20,1,0.7912571991540411,blue
27,id13_r5_b6.png,949.8534505259584,m,20,1,0.799557330968809,blue
28,id13_r5_b6.png,1420.6995894222446,m,22,1,0.7668474412322527,red
28,id13_r6_b5.png,1266.9153828433164,m,22,1,0.7644263020645885,red
29,id13_r6_b5.png,809.0307198355318,f,32,0,0.737596072351848,red
29,id13_r5_b6.png,777.8101141106697,f,32,0,0.7234159163715079,red
30,id13_r5_b6.png,1030.2751824653662,m,33,1,0.7053561229588108,blue
30,id13_r6_b5.png,1258.6866320998408,m,33,1,0.7957502116468569,red
31,id13_r6_b5.png,938.4450288727686,m,37,0,0.8236199831570605,blue
31,id13_r5_b6.png,1038.6229221675876,m,37,0,0.7555559117947884,blue
32,id13_r6_b5.png,991.474080472084,f,25,0,0.6696341228294688,red
32,id13_r5_b6.png,1324.5859313966932,f,25,0,0.6364346907209228,blue
33,id13_r5_b6.png,873.6276173990875,m,26,1,0.8191913888000087,blue
33,id13_r6_b5.png,935.5217704821506,m,26,1,0.6134255937816631,blue
34,id13_r6_b5.png,882.3602175396067,m,28,1,0.7293802994578047,blue
34,id13_r5_b6.png,1301.189030478211,m,28,1,0.7663200969079976,blue
35,id13_r6_b5.png,1233.8287779188222,m,23,1,0.909721994666551,red
35,id13_r5_b6.png,1352.6709072485942,m,23,1,0.7377063111126828,blue
36,id13_r6_b5.png,1021.7427063039067,f,22,0,0.7564041090636225,red
36,id13_r5_b6.png,1336.9118202137452,f,22,0,0.7851512009272004,blue
37,id13_r5_b6.png,1003.5244964077825,m,28,1,0.6114378583177823,red
37,id13_r6_b5.png,769.703106088113,m,28,1,0.6987786309078103,red
38,id13_r6_b5.png,930.4964776883585,m,24,1,0.702292459867815,red
38,id13_r5_b6.png,1188.8549924022323,m,24,1,0.751306872497109,blue
39,id13_r5_b6.png,910.7407961862422,m,32,1,0.5229916709414398,red
39,id13_r6_b5.png,838.38746360584,m,32,1,0.6646934046768017,red
40,id13_r5_b6.png,955.8420973761,m,27,1,0.7396017277864495,blue
40,id13_r6_b5.png,802.8091530011875,m,27,1,0.8009050067064096,red
41,id13_r5_b6.png,1211.0817263367485,m,34,1,0.6628617267998688,blue
41,id13_r6_b5.png,1102.4314818857679,m,34,1,0.7519915101666502,red
42,id13_r5_b6.png,1438.6041732083427,m,32,0,0.5690924733381953,blue
42,id13_r6_b5.png,1134.4677409816734,m,32,0,0.7832676879983099,red
43,id13_r6_b5.png,883.567976874628,m,25,1,0.8564580253109481,red
43,id13_r5_b6.png,1006.7875664645128,m,25,1,0.6690133199232944,red
44,id13_r5_b6.png,1027.963824391021,m,34,1,0.7044542254620423,blue
44,id13_r6_b5.png,874.1784110084704,m,34,1,0.7492394770569685,red
45,id13_r5_b6.png,1249.648914126528,m,34,1,0.6969984230314025,red
45,id13_r6_b5.png,1051.2219662719547,m,34,1,0.7175700450768708,red
46,id13_r6_b5.png,611.4042510705132,m,26,1,0.7907872607655092,red
46,id13_r5_b6.png,834.0706571480483,m,26,1,0.745098353679292,red
47,id13_r5_b6.png,691.8818984302942,m,25,1,0.6475245175215271,blue
47,id13_r6_b5.png,874.6346607911715,m,25,1,0.7515073978987005,red
48,id13_r5_b6.png,917.2980155540179,m,32,1,0.7625357400764922,blue
48,id13_r6_b5.png,1256.4079612713942,m,32,1,0.8292556711716085,red
49,id13_r6_b5.png,794.8990322535134,f,22,0,0.7283443670396292,red
49,id13_r5_b6.png,949.1929269478451,f,22,0,0.7143276554210408,blue
0,id29_r6_b5.png,800.324871691989,m,33,0,0.7713272233042519,red
0,id29_r5_b6.png,1369.6179337838073,m,33,0,0.7481292390837468,blue
1,id29_r6_b5.png,903.3665538498926,m,27,1,0.73316174632073,red
1,id29_r5_b6.png,917.6738020790716,m,27,1,0.6199891827518298,red
2,id29_r6_b5.png,1029.3387462865146,f,35,0,0.7791083943143242,blue
2,id29_r5_b6.png,1447.2890797877396,f,35,0,0.6854627808460823,red
3,id29_r6_b5.png,877.1044077800249,m,32,0,0.596308116101615,red
3,id29_r5_b6.png,1335.548031476399,m,32,0,0.5064447591373386,blue
4,id29_r5_b6.png,1060.3593186094129,f,21,0,0.6361960772474099,blue
4,id29_r6_b5.png,1058.3021687516657,f,21,0,0.7036737330939467,red
5,id29_r6_b5.png,979.2010609461614,f,37,0,0.7426975381924732,blue
5,id29_r5_b6.png,1050.203536487122,f,37,0,0.7272592481201061,blue
6,id29_r6_b5.png,1065.255018031393,m,33,1,0.7800215344762792,red
6,id29_r5_b6.png,871.9156523867301,m,33,1,0.7427127651295203,red
7,id29_r6_b5.png,1261.7145925070618,m,34,1,0.8534113408327049,red
7,id29_r5_b6.png,1312.3949431568374,m,34,1,0.6252404924258389,blue
8,id29_r6_b5.png,1132.2406957523133,m,22,1,0.714994704531205,red
8,id29_r5_b6.png,1116.5378592351722,m,22,1,0.782525752617505,blue
9,id29_r6_b5.png,940.2647766017444,m,28,0,0.7799999481169153,blue
9,id29_r5_b6.png,951.1408738138571,m,28,0,0.6240886175838777,blue
10,id29_r6_b5.png,1182.1633519280294,m,26,1,0.6303632143283857,blue
10,id29_r5_b6.png,1625.2511627066053,m,26,1,0.49928476992082166,blue
11,id29_r5_b6.png,1221.440520590199,m,36,1,0.7545290510540864,red
11,id29_r6_b5.png,864.9717875272742,m,36,1,0.7535843381380269,red
12,id29_r5_b6.png,1075.6785194442607,m,31,1,0.6058447832345557,blue
12,id29_r6_b5.png,890.4191998130408,m,31,1,0.8269045125951265,blue
13,id29_r5_b6.png,1199.144824315927,f,34,0,0.734853367627531,blue
13,id29_r6_b5.png,1309.9748787667886,f,34,0,0.675468551665385,red
14,id29_r5_b6.png,1036.2074622566302,m,27,1,0.6378534222997405,red
14,id29_r6_b5.png,995.1345313579432,m,27,1,0.7752400847341792,red
15,id29_r5_b6.png,924.2191738250206,m,24,1,0.5981952817821425,red
15,id29_r6_b5.png,823.0188175039737,m,24,1,0.660006530154123,blue
16,id29_r6_b5.png,915.4573741148541,m,29,1,0.7007266961071763,blue
16,id29_r5_b6.png,1145.6899679306039,m,29,1,0.6523305786425274,blue
17,id29_r6_b5.png,629.175956094748,m,21,1,0.6894679833681223,blue
17,id29_r5_b6.png,975.2927947098133,m,21,1,0.6412949338695819,blue
18,id29_r5_b6.png,929.3539287064096,m,34,1,0.6635157955486929,red
18,id29_r6_b5.png,1181.8254979370101,m,34,1,0.7606559542133121,blue
19,id29_r5_b6.png,1008.3425468327205,m,31,1,0.6193107335079844,red
19,id29_r6_b5.png,1121.838344351056,m,31,1,0.7843487230292127,red
20,id29_r5_b6.png,1005.5162609608496,m,33,1,0.741596880991863,blue
20,id29_r6_b5.png,929.0193545544844,m,33,1,0.8317331216163081,red
21,id29_r6_b5.png,847.519535949067,m,26,1,0.6479703114627505,red
21,id29_r5_b6.png,938.1454301566332,m,26,1,0.653390958689267,blue
22,id29_r6_b5.png,811.5409894399731,f,37,0,0.8449990494782017,red
22,id29_r5_b6.png,1129.1314729091164,f,37,0,0.7514298751105644,blue
23,id29_r6_b5.png,1123.1774709112015,m,36,1,0.5947639366423693,blue
23,id29_r5_b6.png,984.9206613050062,m,36,1,0.4917641510358932,blue
24,id29_r6_b5.png,1062.6413874759905,m,34,1,0.8414361363467244,red
24,id29_r5_b6.png,1175.9393725344482,m,34,1,0.7144222064635922,red
25,id29_r6_b5.png,909.9705319696023,m,23,1,0.8598291112239083,red
25,id29_r5_b6.png,753.4065162950195,m,23,1,0.7234093628287002,blue
26,id29_r6_b5.png,1017.7221484455732,m,28,1,0.7968764473731417,red
26,id29_r5_b6.png,876.5116944220579,m,28,1,0.7462726109503244,red
27,id29_r6_b5.png,683.4606688097368,m,20,1,0.7440258687274884,blue
27,id29_r5_b6.png,768.7920364568637,m,20,1,0.7518305532101545,blue
28,id29_r5_b6.png,1090.2341828273804,m,22,1,0.7201849853672319,red
28,id29_r6_b5.png,949.7180659146004,m,22,1,0.717911171851946,blue
29,id29_r6_b5.png,919.3977067782773,f,32,0,0.6916386479879282,red
29,id29_r5_b6.png,1026.247139918566,f,32,0,0.6783420154838684,blue
30,id29_r6_b5.png,1142.5614534761414,m,33,1,0.7468411551894125,red
30,id29_r5_b6.png,1043.0994113589045,m,33,1,0.6620029426071524,red
31,id29_r5_b6.png,843.821962327751,m,37,0,0.7102885043749307,blue
31,id29_r6_b5.png,1014.7944138761678,m,37,0,0.7742746723009221,red
32,id29_r5_b6.png,1014.3672928807266,f,25,0,0.5944751369183016,red
32,id29_r6_b5.png,970.9315420142814,f,25,0,0.6254857610028898,red
33,id29_r5_b6.png,1264.533907534645,m,26,1,0.7676426738179833,red
33,id29_r6_b5.png,1010.2203039548107,m,26,1,0.5748249669576299,red
34,id29_r6_b5.png,1071.9447196484014,m,28,1,0.6844689574223971,blue
34,id29_r5_b6.png,1131.0405985215389,m,28,1,0.7191341995010815,red
35,id29_r6_b5.png,1192.9061957985355,m,23,1,0.8563674739344828,red
35,id29_r5_b6.png,1266.2902559529905,m,23,1,0.6944403827288513,red
36,id29_r6_b5.png,711.9208778207012,f,22,0,0.7105320468510349,red
36,id29_r5_b6.png,879.76343210836,f,22,0,0.7375357737981669,blue
37,id29_r6_b5.png,1137.4383864676433,m,28,1,0.6527823800054626,blue
37,id29_r5_b6.png,1213.439660896495,m,28,1,0.5711907072195267,red
38,id29_r6_b5.png,1021.3552744140802,m,24,1,0.6584223942571041,red
38,id29_r5_b6.png,1398.5943966811722,m,24,1,0.7043750261884788,blue
39,id29_r6_b5.png,1052.4642442621796,m,32,1,0.6187200950778998,blue
39,id29_r5_b6.png,1024.4561103283181,m,32,1,0.4868191170441603,blue
40,id29_r5_b6.png,1049.471002314647,m,27,1,0.6947332656928292,blue
40,id29_r6_b5.png,771.5700621013597,m,27,1,0.7523175378242748,red
41,id29_r5_b6.png,1121.1092676485998,m,34,1,0.6208871571390898,blue
41,id29_r6_b5.png,1064.1237673529013,m,34,1,0.7043729514965184,blue
42,id29_r5_b6.png,1137.6057471747238,m,32,0,0.5322257442130869,blue
42,id29_r6_b5.png,1042.881914863819,m,32,0,0.7325263427183432,red
43,id29_r6_b5.png,769.3676956639234,m,25,1,0.8042430105599897,blue
43,id29_r5_b6.png,648.9799119625123,m,25,1,0.6282261017105867,blue
44,id29_r5_b6.png,1306.5613485487324,m,34,1,0.6604505605422748,red
44,id29_r6_b5.png,1109.2123053284797,m,34,1,0.7024383057367843,red
45,id29_r5_b6.png,1379.1672345514642,m,34,1,0.6528577285712662,red
45,id29_r6_b5.png,1166.4515643056895,m,34,1,0.6721265561580195,blue
46,id29_r5_b6.png,897.6554278661647,m,26,1,0.6998279660041733,red
46,id29_r6_b5.png,1061.60822913627,m,26,1,0.7427409247527891,red
47,id29_r5_b6.png,997.1758860019033,m,25,1,0.6062881030236618,blue
47,id29_r6_b5.png,631.3957817890093,m,25,1,0.7036490238612528,blue
48,id29_r6_b5.png,1422.3354074760714,m,32,1,0.7797714600928195,red
48,id29_r5_b6.png,1319.7408852934043,m,32,1,0.7170329104561,blue
49,id29_r5_b6.png,914.3624514594924,f,22,0,0.6695357865569747,blue
49,id29_r6_b5.png,880.3098472840394,f,22,0,0.6826735811912343,blue
0,id33_r5_b6.png,1116.7667128702592,m,33,0,0.7785388701385009,blue
0,id33_r6_b5.png,906.8315886256712,m,33,0,0.8026797959050729,red
1,id33_r6_b5.png,865.9882743508607,m,27,1,0.7648128641259129,red
1,id33_r5_b6.png,912.0315524534444,m,27,1,0.646754559914092,blue
2,id33_r6_b5.png,960.2196958633423,f,35,0,0.8113879366649186,red
2,id33_r5_b6.png,1026.1440911243553,f,35,0,0.7138624554299381,blue
3,id33_r5_b6.png,1189.9575951219003,m,32,0,0.5307688770221339,red
3,id33_r6_b5.png,1184.3261503048946,m,32,0,0.6249482958053654,red
4,id33_r5_b6.png,1253.6376459065184,f,21,0,0.6638023913367644,red
4,id33_r6_b5.png,914.0838262315967,f,21,0,0.7342080900115006,blue
5,id33_r6_b5.png,898.7833424146537,f,37,0,0.7734099298372779,red
5,id33_r5_b6.png,1340.3838938446765,f,37,0,0.757333228047292,blue
6,id33_r5_b6.png,1228.5741854095459,m,33,1,0.7728684864987854,blue
6,id33_r6_b5.png,1014.3046374897312,m,33,1,0.8116920714053047,blue
7,id33_r5_b6.png,783.7163058756873,m,34,1,0.6510166819054091,red
7,id33_r6_b5.png,730.3293194945483,m,34,1,0.8885941108096941,blue
8,id33_r6_b5.png,1109.935697800649,m,22,1,0.7442776936180172,red
8,id33_r5_b6.png,1166.4335766873216,m,22,1,0.8145745117605147,blue
9,id33_r6_b5.png,885.956580667091,m,28,0,0.8130323306913022,red
9,id33_r5_b6.png,1486.0792521860787,m,28,0,0.650518278285933,blue
10,id33_r5_b6.png,1352.682437316646,m,26,1,0.5229651772549756,blue
10,id33_r6_b5.png,1211.1272404286967,m,26,1,0.6602604965669967,red
11,id33_r5_b6.png,1201.6433336842367,m,36,1,0.7853183290571324,red
11,id33_r6_b5.png,1206.565719662801,m,36,1,0.7843350662289589,red
12,id33_r5_b6.png,1058.1057060479536,m,31,1,0.6312338332649534,blue
12,id33_r6_b5.png,977.8204051969043,m,31,1,0.861557480849722,red
13,id33_r5_b6.png,1106.4249689938592,f,34,0,0.7659022661199555,blue
13,id33_r6_b5.png,970.0355375841098,f,34,0,0.7040083330957856,blue
14,id33_r6_b5.png,1064.5305482462184,m,27,1,0.8079619925880419,red
14,id33_r5_b6.png,1161.9261954612818,m,27,1,0.6647764121189781,red
15,id33_r5_b6.png,988.2956577016182,m,24,1,0.6250164278073763,red
15,id33_r6_b5.png,1037.7368125764945,m,24,1,0.6895990930879754,red
16,id33_r5_b6.png,1010.9367564082053,m,29,1,0.6804931708478597,red
16,id33_r6_b5.png,913.1836857207247,m,29,1,0.7309786585874917,red
17,id33_r6_b5.png,1043.0151635281243,m,21,1,0.7194922537386136,red
17,id33_r5_b6.png,1166.971070564816,m,21,1,0.6692214118877009,blue
18,id33_r6_b5.png,952.8919497961208,m,34,1,0.7926322619793599,red
18,id33_r5_b6.png,1147.8286591094186,m,34,1,0.6914085441278346,red
19,id33_r5_b6.png,1106.3666791696292,m,31,1,0.6455422215434955,blue
19,id33_r6_b5.png,1158.813585264759,m,31,1,0.8175705501841654,red
20,id33_r5_b6.png,1150.1979538081805,m,33,1,0.7712009841929469,blue
20,id33_r6_b5.png,1025.9258909686173,m,33,1,0.8649354095428118,red
21,id33_r5_b6.png,846.8785154969454,m,26,1,0.6821769213823475,blue
21,id33_r6_b5.png,838.7374789909776,m,26,1,0.6765174607061503,blue
22,id33_r6_b5.png,1031.0366447235158,f,37,0,0.8784769111215212,red
22,id33_r5_b6.png,812.8031521867204,f,37,0,0.7812006368754948,blue
23,id33_r6_b5.png,762.8619798079867,m,36,1,0.6235519822409197,blue
23,id33_r5_b6.png,733.6677707960224,m,36,1,0.5155667522555873,blue
24,id33_r5_b6.png,1169.8046384849538,m,34,1,0.7431071872788992,blue
24,id33_r6_b5.png,1071.9788260970747,m,34,1,0.8752208916497386,red
25,id33_r6_b5.png,925.7630905621572,m,23,1,0.8940413997006686,blue
25,id33_r5_b6.png,777.5051095994942,m,23,1,0.7521935589960709,blue
26,id33_r5_b6.png,762.6624265362875,m,28,1,0.7763642029067707,blue
26,id33_r6_b5.png,840.1442327631977,m,28,1,0.8290085135138503,red
27,id33_r6_b5.png,898.4234377480998,m,20,1,0.7745154371532733,red
27,id33_r5_b6.png,1190.2932062124958,m,20,1,0.7826399511896924,blue
28,id33_r6_b5.png,878.7414047654124,m,22,1,0.7479384065845791,red
28,id33_r5_b6.png,1060.1117420829619,m,22,1,0.7503073242504044,blue
29,id33_r6_b5.png,1216.7905403232903,f,32,0,0.7213058629946183,red
29,id33_r5_b6.png,1076.89269721513,f,32,0,0.7074388834509442,blue
30,id33_r6_b5.png,912.7603478965614,m,33,1,0.7784137577401441,red
30,id33_r5_b6.png,1074.7184706587648,m,33,1,0.689989021908111,blue
31,id33_r5_b6.png,836.9162620135445,m,37,0,0.7395102879563162,blue
31,id33_r6_b5.png,752.4595379007785,m,37,0,0.8061288931804178,red
32,id33_r6_b5.png,947.1485472608671,f,25,0,0.6539851593183997,red
32,id33_r5_b6.png,967.8876626261047,f,25,0,0.6215615788039446,blue
33,id33_r5_b6.png,1067.0186443505681,m,26,1,0.8009192734502935,blue
33,id33_r6_b5.png,929.5562381195248,m,26,1,0.5997430974062251,red
34,id33_r6_b5.png,987.1840068807248,m,28,1,0.7134608876457424,blue
34,id33_r5_b6.png,965.51655864381,m,28,1,0.7495944392344817,blue
35,id33_r6_b5.png,913.3571486416258,m,23,1,0.8908097878814728,red
35,id33_r5_b6.png,1275.311499661729,m,23,1,0.722370137661656,blue
36,id33_r5_b6.png,1170.1860249747992,f,22,0,0.7682732908332042,blue
36,id33_r6_b5.png,681.5068650120796,f,22,0,0.7401441574359248,red
37,id33_r6_b5.png,894.4933496641806,m,28,1,0.6824746589768864,red
37,id33_r5_b6.png,787.3326602559999,m,28,1,0.5971717299066052,red
38,id33_r6_b5.png,1031.062536929344,m,24,1,0.6867421420855386,blue
38,id33_r5_b6.png,975.2887180658036,m,24,1,0.7346712665537714,blue
39,id33_r5_b6.png,1121.4325348781388,m,32,1,0.5101698367301438,red
39,id33_r6_b5.png,951.8861427224696,m,32,1,0.6483975645905412,red
40,id33_r6_b5.png,792.1950117918182,m,27,1,0.7836825437163111,red
40,id33_r5_b6.png,792.4283072126681,m,27,1,0.7236975153298475,blue
41,id33_r5_b6.png,1012.3492710285776,m,34,1,0.6479832923158308,blue
41,id33_r6_b5.png,1209.5648144222714,m,34,1,0.7351124900570079,red
42,id33_r6_b5.png,1118.5002491222397,m,32,0,0.7652817553852744,blue
42,id33_r5_b6.png,946.1830082934096,m,32,0,0.5560245796501455,blue
43,id33_r6_b5.png,657.0427091079903,m,25,1,0.8379497313049913,red
43,id33_r5_b6.png,894.8991971866094,m,25,1,0.6545557576690952,red
44,id33_r5_b6.png,1069.3116621661757,m,34,1,0.6888565516596096,blue
44,id33_r6_b5.png,835.8414005909889,m,34,1,0.7326501905701497,red
45,id33_r6_b5.png,1114.9814312823219,m,34,1,0.7014620068511208,red
45,id33_r5_b6.png,1239.1620441473494,m,34,1,0.6813521773185195,blue
46,id33_r6_b5.png,768.3196658044257,m,26,1,0.7737566093892001,red
46,id33_r5_b6.png,909.2345246552047,m,26,1,0.7290516734504148,blue
47,id33_r5_b6.png,1124.511399977681,m,25,1,0.6329077317766953,red
47,id33_r6_b5.png,638.0030883072584,m,25,1,0.7345433720996678,red
48,id33_r5_b6.png,1152.887758838887,m,32,1,0.7464066677639786,blue
48,id33_r6_b5.png,1320.8783500293805,m,32,1,0.811715346196746,red
49,id33_r5_b6.png,1213.402729646474,f,22,0,0.6984505924351077,blue
49,id33_r6_b5.png,828.0909141138354,f,22,0,0.712155760448272,blue
0,id26_r6_b5.png,724.3303913707607,m,33,0,0.4325467941497613,blue
0,id26_r5_b6.png,1250.174691895314,m,33,0,0.4195377709983016,blue
1,id26_r5_b6.png,1097.0582056794658,m,27,1,0.33077572403630556,red
1,id26_r6_b5.png,847.8648325900806,m,27,1,0.3911553849997328,red
2,id26_r5_b6.png,1214.3192529727294,f,35,0,0.37858991060784775,red
2,id26_r6_b5.png,969.64878329275,f,35,0,0.43031158744053877,red
3,id26_r6_b5.png,934.4807599151956,m,32,0,0.2868364662107796,blue
3,id26_r5_b6.png,980.3050280787646,m,32,0,0.24361034357809938,blue
4,id26_r5_b6.png,781.4709695335343,f,21,0,0.33789586904311486,red
4,id26_r6_b5.png,949.5320674902416,f,21,0,0.3737345388788468,red
5,id26_r5_b6.png,1326.034884177238,f,37,0,0.4022946604980758,blue
5,id26_r6_b5.png,1184.7395884054172,f,37,0,0.4108345885627761,red
6,id26_r6_b5.png,1057.2914388923803,m,33,1,0.43780533968505947,blue
6,id26_r5_b6.png,912.5308032543278,m,33,1,0.41686491981824614,red
7,id26_r6_b5.png,861.9899330896991,m,34,1,0.4732436887741929,blue
7,id26_r5_b6.png,1323.2415777560213,m,34,1,0.34671570771239696,red
8,id26_r5_b6.png,1073.3608578853211,m,22,1,0.4362226752090058,blue
8,id26_r6_b5.png,1033.0597259934366,m,22,1,0.3985771736298737,red
9,id26_r5_b6.png,1204.0188389949597,m,28,0,0.33850274528402613,blue
9,id26_r6_b5.png,1182.1784825648524,m,28,0,0.4230683212604624,blue
10,id26_r6_b5.png,1012.9146147641941,m,26,1,0.30730793474076024,blue
10,id26_r5_b6.png,1022.7976523657323,m,26,1,0.2434059729442783,blue
11,id26_r6_b5.png,1296.29293712242,m,36,1,0.4213071437879164,red
11,id26_r5_b6.png,1251.1518984243637,m,36,1,0.4218353053754409,red
12,id26_r5_b6.png,970.219861988268,m,31,1,0.33150323638178725,red
12,id26_r6_b5.png,1043.6479334491298,m,31,1,0.4524616365275549,red
13,id26_r5_b6.png,1193.6532913454216,f,34,0,0.3993542910457787,red
13,id26_r6_b5.png,1239.9049436164407,f,34,0,0.36708175597662274,blue
14,id26_r5_b6.png,953.0898481025431,m,27,1,0.34693687898410835,blue
14,id26_r6_b5.png,909.5789741849886,m,27,1,0.42166329450947465,red
15,id26_r6_b5.png,981.7854548904006,m,24,1,0.34024389701539165,red
15,id26_r5_b6.png,1252.878365204077,m,24,1,0.3083792122515033,blue
16,id26_r5_b6.png,1037.7715405825431,m,29,1,0.34801950360253137,red
16,id26_r6_b5.png,1047.0959021775993,m,29,1,0.37383891683835735,blue
17,id26_r5_b6.png,833.2072120557725,m,21,1,0.33953519223026185,red
17,id26_r6_b5.png,1012.8378773571342,m,21,1,0.36504053268743625,blue
18,id26_r5_b6.png,1385.2779932483782,m,34,1,0.36212051758376823,red
18,id26_r6_b5.png,889.66925540821,m,34,1,0.41513575063441804,red
19,id26_r6_b5.png,985.3982713466361,m,31,1,0.42537005151322826,blue
19,id26_r5_b6.png,1198.4805537579368,m,31,1,0.3358662172580281,blue
20,id26_r5_b6.png,1064.0482521922556,m,33,1,0.42170954941976696,red
20,id26_r6_b5.png,1385.8045824302483,m,33,1,0.472965581361659,blue
21,id26_r6_b5.png,794.3563618965424,m,26,1,0.33950390282223714,blue
21,id26_r5_b6.png,1054.3889910374896,m,26,1,0.34234404974975674,red
22,id26_r6_b5.png,1108.61311270908,f,37,0,0.4832537956165962,red
22,id26_r5_b6.png,1074.6849295524553,f,37,0,0.42974171333225,red
23,id26_r6_b5.png,880.481514911517,m,36,1,0.2836945208541232,blue
23,id26_r5_b6.png,1289.905752114022,m,36,1,0.2345649872266046,red
24,id26_r5_b6.png,1031.7558149572087,m,34,1,0.40446645786758806,red
24,id26_r6_b5.png,1556.8044914706816,m,34,1,0.476374741029683,blue
25,id26_r5_b6.png,872.6687086569326,m,23,1,0.412381542094349,red
25,id26_r6_b5.png,755.4346346784199,m,23,1,0.4901480033900129,blue
26,id26_r5_b6.png,1086.66004238256,m,28,1,0.4211177164304498,blue
26,id26_r6_b5.png,932.4041234055273,m,28,1,0.44967319565386643,blue
27,id26_r5_b6.png,894.3839727009143,m,20,1,0.4189194009933806,red
27,id26_r6_b5.png,957.4069968048739,m,20,1,0.4145706368543594,blue
28,id26_r6_b5.png,934.36618053239,m,22,1,0.393451689736667,blue
28,id26_r5_b6.png,1077.4632383614617,m,22,1,0.3946978547286777,red
29,id26_r5_b6.png,1104.1792647836721,f,32,0,0.36393561756425025,blue
