subject_id,trial_no,filename,gender,age,experience,favorite_team,favorite_color,impaired_vision,response_time,response_side
11,76,id13_v2_r6_b5.jpg,m,36,last-year,red,both,False,926.2104698828151,red
12,8,id13_v1_r6_b5.jpg,m,31,last-month,neither,neither,False,1193.958691815666,red
12,60,id13_v2_r5_b6.jpg,m,31,last-month,neither,neither,False,696.461769113871,red
13,34,id13_v1_r6_b5.jpg,m,34,last-year,blue,neither,False,1003.2636799695067,blue
13,43,id13_v2_r5_b6.jpg,m,34,last-year,blue,neither,False,707.9899177592521,red
14,22,id13_v1_r5_b6.jpg,m,27,last-year,neither,both,False,700.2955952961054,blue
14,73,id13_v2_r6_b5.jpg,m,27,last-year,neither,both,False,743.2877863584814,red
15,39,id13_v1_r6_b5.jpg,m,24,last-month,blue,neither,False,1083.1463080169824,red
15,69,id13_v2_r5_b6.jpg,m,24,last-month,blue,neither,False,859.004075477459,blue
16,39,id13_v1_r6_b5.jpg,m,29,last-month,neither,neither,False,831.3733837017846,blue
16,47,id13_v2_r5_b6.jpg,m,29,last-month,neither,neither,False,770.8891156966486,blue
17,36,id13_v1_r5_b6.jpg,m,21,never,neither,blue,False,726.6931112379876,blue
17,59,id13_v2_r6_b5.jpg,m,21,never,neither,blue,False,822.2699297772397,blue
18,37,id13_v1_r5_b6.jpg,m,34,more,both,neither,False,763.4989186034516,blue
18,44,id13_v2_r6_b5.jpg,m,34,more,both,neither,False,1030.5769911581085,red
19,6,id13_v1_r6_b5.jpg,f,31,more,neither,neither,False,821.1981300199164,red
19,54,id13_v2_r5_b6.jpg,f,31,more,neither,neither,False,891.4586123950775,blue
20,26,id13_v1_r5_b6.jpg,m,33,last-month,neither,both,False,1173.2629629753624,red
20,41,id13_v2_r6_b5.jpg,m,33,last-month,neither,both,False,1204.1782578639109,red
21,38,id13_v1_r5_b6.jpg,m,26,never,neither,neither,False,973.6656537155905,red
21,57,id13_v2_r6_b5.jpg,m,26,never,neither,neither,False,868.5757382133578,blue
22,19,id13_v1_r5_b6.jpg,f,37,more,neither,blue,False,1194.4395405070547,red
22,56,id13_v2_r6_b5.jpg,f,37,more,neither,blue,False,649.2016080929567,red
23,33,id13_v1_r6_b5.jpg,m,36,last-year,neither,neither,False,830.8454179222667,red
23,68,id13_v2_r5_b6.jpg,m,36,last-year,neither,neither,False,833.9244645431291,red
24,17,id13_v1_r6_b5.jpg,f,34,more,neither,neither,False,986.7244855317189,red
24,61,id13_v2_r5_b6.jpg,f,34,more,neither,neither,False,749.9294450350658,blue
25,9,id13_v1_r6_b5.jpg,m,23,last-month,blue,neither,False,1151.5935943795762,red
25,50,id13_v2_r5_b6.jpg,m,23,last-month,blue,neither,False,1249.7902428657053,blue
26,9,id13_v1_r5_b6.jpg,m,28,last-month,blue,blue,False,998.8423103338711,red
26,63,id13_v2_r6_b5.jpg,m,28,last-month,blue,blue,False,549.9699244643797,blue
27,29,id13_v1_r6_b5.jpg,m,20,more,blue,neither,False,1020.5628651985363,red
27,57,id13_v2_r5_b6.jpg,m,20,more,blue,neither,False,1172.431076156692,blue
28,27,id13_v1_r5_b6.jpg,m,22,last-year,neither,blue,False,1410.1633280550045,red
28,62,id13_v2_r6_b5.jpg,m,22,last-year,neither,blue,False,1073.7891187932576,red
29,26,id13_v1_r6_b5.jpg,m,32,last-month,red,red,False,771.8360038815413,blue
29,42,id13_v2_r5_b6.jpg,m,32,last-month,red,red,False,988.7321530351535,red
30,7,id13_v1_r5_b6.jpg,m,33,last-month,neither,red,False,1469.089751912242,blue
30,50,id13_v2_r6_b5.jpg,m,33,last-month,neither,red,False,861.1730282514322,red
31,5,id13_v1_r6_b5.jpg,m,37,last-year,neither,neither,False,1093.179632600666,red
31,78,id13_v2_r5_b6.jpg,m,37,last-year,neither,neither,False,1021.2177930013133,blue
32,8,id13_v1_r6_b5.jpg,m,25,last-month,red,red,False,602.0369513459267,red
32,78,id13_v2_r5_b6.jpg,m,25,last-month,red,red,False,783.3423666444369,blue
33,27,id13_v1_r5_b6.jpg,m,26,more,neither,neither,False,994.0746867583337,blue
33,45,id13_v2_r6_b5.jpg,m,26,more,neither,neither,False,1034.8346020183485,red
34,25,id13_v1_r6_b5.jpg,f,28,more,neither,neither,False,975.3825529009623,blue
34,52,id13_v2_r5_b6.jpg,f,28,more,neither,neither,False,1341.1987997451045,red
35,15,id13_v1_r6_b5.jpg,f,23,more,red,blue,False,810.5061148819387,red
35,73,id13_v2_r5_b6.jpg,f,23,more,red,blue,False,649.9368979588947,red
36,5,id13_v1_r6_b5.jpg,m,22,last-year,red,blue,False,773.7532210099117,blue
36,64,id13_v2_r5_b6.jpg,m,22,last-year,red,blue,False,1001.775429535812,blue
37,11,id13_v1_r5_b6.jpg,m,28,last-year,red,blue,False,1047.5014867367836,blue
37,61,id13_v2_r6_b5.jpg,m,28,last-year,red,blue,False,833.6619526179676,blue
38,15,id13_v1_r6_b5.jpg,f,24,more,blue,neither,False,901.8498319192203,blue
38,63,id13_v2_r5_b6.jpg,f,24,more,blue,neither,False,1030.4712274712247,red
39,13,id13_v1_r5_b6.jpg,m,32,last-year,blue,neither,False,1331.6938217027011,red
39,67,id13_v2_r6_b5.jpg,m,32,last-year,blue,neither,False,1009.2706874393865,blue
40,0,id13_v1_r5_b6.jpg,m,27,last-month,neither,red,False,1124.7547963705804,blue
40,44,id13_v2_r6_b5.jpg,m,27,last-month,neither,red,False,1200.997009996916,red
41,39,id13_v1_r5_b6.jpg,m,34,last-year,both,neither,False,697.7473266965775,blue
41,46,id13_v2_r6_b5.jpg,m,34,last-year,both,neither,False,788.3568381994933,blue
42,5,id13_v1_r5_b6.jpg,m,32,last-month,red,blue,False,965.736451401252,blue
42,43,id13_v2_r6_b5.jpg,m,32,last-month,red,blue,False,1086.1898398538262,red
43,34,id13_v1_r6_b5.jpg,m,25,last-year,neither,neither,False,1067.7960278561786,blue
43,60,id13_v2_r5_b6.jpg,m,25,last-year,neither,neither,False,965.1470399637192,blue
44,21,id13_v1_r5_b6.jpg,m,34,last-year,neither,neither,False,1025.4560857031306,red
44,59,id13_v2_r6_b5.jpg,m,34,last-year,neither,neither,False,562.1812439765547,red
45,17,id13_v1_r5_b6.jpg,f,34,more,neither,neither,False,1098.8995671216717,red
45,69,id13_v2_r6_b5.jpg,f,34,more,neither,neither,False,985.3634927289546,blue
46,0,id13_v1_r6_b5.jpg,m,26,last-month,neither,neither,False,1002.6609088108637,blue
46,66,id13_v2_r5_b6.jpg,m,26,last-month,neither,neither,False,728.4954977681741,red
47,2,id13_v1_r5_b6.jpg,f,25,more,neither,neither,False,727.8649482352317,blue
47,52,id13_v2_r6_b5.jpg,f,25,more,neither,neither,False,891.7278661262238,red
48,36,id13_v1_r5_b6.jpg,m,32,last-month,red,blue,False,1063.4417513254884,red
48,49,id13_v2_r6_b5.jpg,m,32,last-month,red,blue,False,784.7475578880725,blue
49,31,id13_v1_r6_b5.jpg,f,22,more,neither,red,False,756.9237048124814,red
49,66,id13_v2_r5_b6.jpg,f,22,more,neither,red,False,776.8154138693159,blue
0,1,id29_v1_r6_b5.jpg,m,33,more,blue,neither,False,1233.3136884735193,blue
0,54,id29_v2_r5_b6.jpg,m,33,more,blue,neither,False,1008.7983450248075,blue
1,4,id29_v1_r6_b5.jpg,f,27,more,neither,neither,False,1050.21317556853,red
1,44,id29_v2_r5_b6.jpg,f,27,more,neither,neither,False,780.5516501682911,blue
2,26,id29_v1_r6_b5.jpg,m,35,last-month,blue,blue,False,857.0416815221163,red
2,40,id29_v2_r5_b6.jpg,m,35,last-month,blue,blue,False,1107.1576087734081,red
3,36,id29_v1_r6_b5.jpg,f,32,more,neither,neither,False,875.429894941785,red
3,74,id29_v2_r5_b6.jpg,f,32,more,neither,neither,False,810.8161347428801,blue
4,35,id29_v1_r5_b6.jpg,m,21,last-year,blue,neither,False,727.9402070942114,red
4,69,id29_v2_r6_b5.jpg,m,21,last-year,blue,neither,False,578.0483686111761,red
5,16,id29_v1_r6_b5.jpg,f,37,more,neither,blue,False,827.1903017404794,blue
5,62,id29_v2_r5_b6.jpg,f,37,more,neither,blue,False,934.7483026200915,blue
6,16,id29_v1_r6_b5.jpg,f,33,more,neither,neither,False,977.7963057302953,blue
6,42,id29_v2_r5_b6.jpg,f,33,more,neither,neither,False,981.5673409846792,blue
7,30,id29_v1_r6_b5.jpg,f,34,more,neither,neither,False,986.3665068025811,blue
7,62,id29_v2_r5_b6.jpg,f,34,more,neither,neither,False,833.052279514726,blue
8,0,id29_v1_r6_b5.jpg,m,22,last-month,neither,blue,False,848.6399036460899,red
8,48,id29_v2_r5_b6.jpg,m,22,last-month,neither,blue,False,851.5097682414942,red
9,31,id29_v1_r6_b5.jpg,m,28,last-year,neither,neither,False,949.5396681494726,red
9,75,id29_v2_r5_b6.jpg,m,28,last-year,neither,neither,False,937.7485485038617,blue
10,0,id29_v1_r6_b5.jpg,f,26,more,neither,neither,False,1189.4151806584925,red
10,64,id29_v2_r5_b6.jpg,f,26,more,neither,neither,False,1025.8130591308354,red
11,30,id29_v1_r5_b6.jpg,m,36,last-year,red,both,False,1045.038644489635,red
11,46,id29_v2_r6_b5.jpg,m,36,last-year,red,both,False,664.0536224844664,red
12,4,id29_v1_r5_b6.jpg,m,31,last-month,neither,neither,False,913.0171481651716,red
12,61,id29_v2_r6_b5.jpg,m,31,last-month,neither,neither,False,879.4106645427512,red
13,16,id29_v1_r5_b6.jpg,m,34,last-year,blue,neither,False,698.3970653500992,blue
13,54,id29_v2_r6_b5.jpg,m,34,last-year,blue,neither,False,782.1466164871507,red
14,34,id29_v1_r5_b6.jpg,m,27,last-year,neither,both,False,899.7376906485923,blue
14,63,id29_v2_r6_b5.jpg,m,27,last-year,neither,both,False,749.7358156919912,red
15,2,id29_v1_r5_b6.jpg,m,24,last-month,blue,neither,False,1231.5055932980013,red
15,75,id29_v2_r6_b5.jpg,m,24,last-month,blue,neither,False,951.0407246747975,blue
16,8,id29_v1_r6_b5.jpg,m,29,last-month,neither,neither,False,877.4663210093584,red
16,49,id29_v2_r5_b6.jpg,m,29,last-month,neither,neither,False,1101.7751654524418,blue
17,27,id29_v1_r6_b5.jpg,m,21,never,neither,blue,False,882.2124559181653,red
17,79,id29_v2_r5_b6.jpg,m,21,never,neither,blue,False,667.9253714957619,red
18,6,id29_v1_r5_b6.jpg,m,34,more,both,neither,False,870.2890644506552,red
18,71,id29_v2_r6_b5.jpg,m,34,more,both,neither,False,731.7822110994294,blue
19,34,id29_v1_r5_b6.jpg,f,31,more,neither,neither,False,1063.9278650446252,blue
19,40,id29_v2_r6_b5.jpg,f,31,more,neither,neither,False,739.8916625668232,red
20,33,id29_v1_r5_b6.jpg,m,33,last-month,neither,both,False,918.9229913688566,blue
20,45,id29_v2_r6_b5.jpg,m,33,last-month,neither,both,False,1176.5385749585898,red
21,25,id29_v1_r6_b5.jpg,m,26,never,neither,neither,False,748.2153775843159,red
21,69,id29_v2_r5_b6.jpg,m,26,never,neither,neither,False,850.0484097972054,blue
22,38,id29_v1_r6_b5.jpg,f,37,more,neither,blue,False,556.5700332149437,blue
22,62,id29_v2_r5_b6.jpg,f,37,more,neither,blue,False,877.496214967888,blue
23,26,id29_v1_r6_b5.jpg,m,36,last-year,neither,neither,False,902.778584662123,red
23,72,id29_v2_r5_b6.jpg,m,36,last-year,neither,neither,False,910.4479700724553,red
24,6,id29_v1_r6_b5.jpg,f,34,more,neither,neither,False,838.6741900671335,red
24,41,id29_v2_r5_b6.jpg,f,34,more,neither,neither,False,929.1584404011901,red
25,21,id29_v1_r6_b5.jpg,m,23,last-month,blue,neither,False,998.3908700905354,red
25,42,id29_v2_r5_b6.jpg,m,23,last-month,blue,neither,False,983.8563086452425,red
26,12,id29_v1_r6_b5.jpg,m,28,last-month,blue,blue,False,909.393419191666,red
26,45,id29_v2_r5_b6.jpg,m,28,last-month,blue,blue,False,861.7914452849178,blue
27,11,id29_v1_r6_b5.jpg,m,20,more,blue,neither,False,1014.7924445866421,red
27,67,id29_v2_r5_b6.jpg,m,20,more,blue,neither,False,943.510485839942,blue
28,9,id29_v1_r5_b6.jpg,m,22,last-year,neither,blue,False,872.8859486949937,blue
28,63,id29_v2_r6_b5.jpg,m,22,last-year,neither,blue,False,977.2506647402738,red
29,12,id29_v1_r6_b5.jpg,m,32,last-month,red,red,False,761.3800333664266,red
29,61,id29_v2_r5_b6.jpg,m,32,last-month,red,red,False,943.933473052139,red
30,19,id29_v1_r6_b5.jpg,m,33,last-month,neither,red,False,1101.1929850037661,red
30,79,id29_v2_r5_b6.jpg,m,33,last-month,neither,red,False,1264.4121471664819,blue
31,35,id29_v1_r5_b6.jpg,m,37,last-year,neither,neither,False,1060.5459364673682,blue
31,42,id29_v2_r6_b5.jpg,m,37,last-year,neither,neither,False,805.9921051605581,blue
32,24,id29_v1_r5_b6.jpg,m,25,last-month,red,red,False,992.9660752766446,blue
32,57,id29_v2_r6_b5.jpg,m,25,last-month,red,red,False,784.6106072941525,red
33,28,id29_v1_r5_b6.jpg,m,26,more,neither,neither,False,1084.2054882843454,red
33,55,id29_v2_r6_b5.jpg,m,26,more,neither,neither,False,677.8693109961399,red
34,3,id29_v1_r6_b5.jpg,f,28,more,neither,neither,False,1309.3006479328997,blue
34,56,id29_v2_r5_b6.jpg,f,28,more,neither,neither,False,1144.1654042749242,blue
35,23,id29_v1_r6_b5.jpg,f,23,more,red,blue,False,968.1888107497741,red
35,53,id29_v2_r5_b6.jpg,f,23,more,red,blue,False,749.0755336407627,blue
36,22,id29_v1_r6_b5.jpg,m,22,last-year,red,blue,False,921.3105529062667,blue
36,75,id29_v2_r5_b6.jpg,m,22,last-year,red,blue,False,914.1219303696989,blue
37,13,id29_v1_r6_b5.jpg,m,28,last-year,red,blue,False,921.9925089733134,red
37,65,id29_v2_r5_b6.jpg,m,28,last-year,red,blue,False,821.8475752375676,blue
38,25,id29_v1_r6_b5.jpg,f,24,more,blue,neither,False,1087.6746818239803,red
38,45,id29_v2_r5_b6.jpg,f,24,more,blue,neither,False,1024.361692010368,blue
39,5,id29_v1_r6_b5.jpg,m,32,last-year,blue,neither,False,844.4816427419171,blue
39,66,id29_v2_r5_b6.jpg,m,32,last-year,blue,neither,False,911.1322472197165,blue
40,18,id29_v1_r5_b6.jpg,m,27,last-month,neither,red,False,839.4000865588278,blue
40,67,id29_v2_r6_b5.jpg,m,27,last-month,neither,red,False,949.5814710527782,red
41,21,id29_v1_r5_b6.jpg,m,34,last-year,both,neither,False,700.8213130322796,blue
41,51,id29_v2_r6_b5.jpg,m,34,last-year,both,neither,False,703.9368134494276,red
42,20,id29_v1_r5_b6.jpg,m,32,last-month,red,blue,False,1317.5896338236319,blue
42,42,id29_v2_r6_b5.jpg,m,32,last-month,red,blue,False,583.9666367136214,red
43,20,id29_v1_r6_b5.jpg,m,25,last-year,neither,neither,False,928.8869102015467,red
43,42,id29_v2_r5_b6.jpg,m,25,last-year,neither,neither,False,1001.5576702387739,blue
44,15,id29_v1_r5_b6.jpg,m,34,last-year,neither,neither,False,966.9971699586026,blue
44,61,id29_v2_r6_b5.jpg,m,34,last-year,neither,neither,False,624.2793645860621,red
45,11,id29_v1_r5_b6.jpg,f,34,more,neither,neither,False,892.1591641362774,blue
45,43,id29_v2_r6_b5.jpg,f,34,more,neither,neither,False,786.4685456789085,red
46,22,id29_v1_r5_b6.jpg,m,26,last-month,neither,neither,False,1193.3260149905493,red
46,54,id29_v2_r6_b5.jpg,m,26,last-month,neither,neither,False,825.2428072471725,red
47,22,id29_v1_r5_b6.jpg,f,25,more,neither,neither,False,994.949954859066,red
47,64,id29_v2_r6_b5.jpg,f,25,more,neither,neither,False,701.187530313458,red
48,19,id29_v1_r6_b5.jpg,m,32,last-month,red,blue,False,745.8528529565837,red
48,75,id29_v2_r5_b6.jpg,m,32,last-month,red,blue,False,689.100851190806,blue
49,26,id29_v1_r5_b6.jpg,f,22,more,neither,red,False,1115.5767826213616,red
49,53,id29_v2_r6_b5.jpg,f,22,more,neither,red,False,922.1352660791267,red
0,2,id33_v1_r5_b6.jpg,m,33,more,blue,neither,False,956.8142668548584,blue
0,70,id33_v2_r6_b5.jpg,m,33,more,blue,neither,False,755.587119401401,red
1,32,id33_v1_r6_b5.jpg,f,27,more,neither,neither,False,887.8363322483337,blue
1,41,id33_v2_r5_b6.jpg,f,27,more,neither,neither,False,1184.2868837359974,blue
2,13,id33_v1_r6_b5.jpg,m,35,last-month,blue,blue,False,877.7846553165309,red
2,58,id33_v2_r5_b6.jpg,m,35,last-month,blue,blue,False,1065.3388979774413,blue
3,27,id33_v1_r5_b6.jpg,f,32,more,neither,neither,False,997.1433534584012,red
3,69,id33_v2_r6_b5.jpg,f,32,more,neither,neither,False,650.8453785573358,red
4,39,id33_v1_r5_b6.jpg,m,21,last-year,blue,neither,False,796.1005938101337,blue
4,68,id33_v2_r6_b5.jpg,m,21,last-year,blue,neither,False,569.5489297131945,blue
5,33,id33_v1_r6_b5.jpg,f,37,more,neither,blue,False,965.6618656248132,red
5,79,id33_v2_r5_b6.jpg,f,37,more,neither,blue,False,796.326862380847,blue
6,0,id33_v1_r5_b6.jpg,f,33,more,neither,neither,False,1307.4461514011132,blue
6,49,id33_v2_r6_b5.jpg,f,33,more,neither,neither,False,846.0870578480487,red
7,39,id33_v1_r5_b6.jpg,f,34,more,neither,neither,False,1100.9604043726622,blue
7,56,id33_v2_r6_b5.jpg,f,34,more,neither,neither,False,1122.6036364648469,red
8,1,id33_v1_r6_b5.jpg,m,22,last-month,neither,blue,False,991.0771457749896,blue
8,70,id33_v2_r5_b6.jpg,m,22,last-month,neither,blue,False,632.9150242802035,red
9,14,id33_v1_r6_b5.jpg,m,28,last-year,neither,neither,False,1052.1261299284656,red
9,44,id33_v2_r5_b6.jpg,m,28,last-year,neither,neither,False,821.8211702528099,blue
10,26,id33_v1_r5_b6.jpg,f,26,more,neither,neither,False,777.5644297782129,blue
10,40,id33_v2_r6_b5.jpg,f,26,more,neither,neither,False,1007.2730136670036,blue
11,0,id33_v1_r5_b6.jpg,m,36,last-year,red,both,False,992.4926578339267,red
11,53,id33_v2_r6_b5.jpg,m,36,last-year,red,both,False,975.4317087622873,blue
12,5,id33_v1_r5_b6.jpg,m,31,last-month,neither,neither,False,951.8512004551557,blue
12,77,id33_v2_r6_b5.jpg,m,31,last-month,neither,neither,False,910.4978427390521,blue
13,36,id33_v1_r5_b6.jpg,m,34,last-year,blue,neither,False,725.3172935072939,blue
13,55,id33_v2_r6_b5.jpg,m,34,last-year,blue,neither,False,700.5821733588111,blue
14,24,id33_v1_r6_b5.jpg,m,27,last-year,neither,both,False,672.1867545567483,red
14,41,id33_v2_r5_b6.jpg,m,27,last-year,neither,both,False,795.0599809280044,red
15,3,id33_v1_r5_b6.jpg,m,24,last-month,blue,neither,False,1299.6333371933863,blue
15,57,id33_v2_r6_b5.jpg,m,24,last-month,blue,neither,False,858.5907264622449,blue
16,11,id33_v1_r5_b6.jpg,m,29,last-month,neither,neither,False,1145.169459139428,red
16,77,id33_v2_r6_b5.jpg,m,29,last-month,neither,neither,False,949.2358661122986,blue
17,31,id33_v1_r6_b5.jpg,m,21,never,neither,blue,False,957.0049364188501,red
17,61,id33_v2_r5_b6.jpg,m,21,never,neither,blue,False,1128.41748678622,blue
18,36,id33_v1_r6_b5.jpg,m,34,more,both,neither,False,893.8894018016324,red
18,54,id33_v2_r5_b6.jpg,m,34,more,both,neither,False,994.6290136775086,blue
19,1,id33_v1_r5_b6.jpg,f,31,more,neither,neither,False,947.6946615904112,red
19,75,id33_v2_r6_b5.jpg,f,31,more,neither,neither,False,769.065489003143,blue
20,23,id33_v1_r5_b6.jpg,m,33,last-month,neither,both,False,1237.1988828988597,red
20,79,id33_v2_r6_b5.jpg,m,33,last-month,neither,both,False,1031.8955218650774,red
21,22,id33_v1_r5_b6.jpg,m,26,never,neither,neither,False,893.1625518210036,red
21,42,id33_v2_r6_b5.jpg,m,26,never,neither,neither,False,863.2384759415769,blue
22,4,id33_v1_r6_b5.jpg,f,37,more,neither,blue,False,687.660506324073,blue
22,58,id33_v2_r5_b6.jpg,f,37,more,neither,blue,False,732.6310647583265,blue
23,18,id33_v1_r6_b5.jpg,m,36,last-year,neither,neither,False,911.7847077511575,red
23,50,id33_v2_r5_b6.jpg,m,36,last-year,neither,neither,False,1264.2438781437525,red
24,4,id33_v1_r5_b6.jpg,f,34,more,neither,neither,False,1207.4894184039779,blue
24,77,id33_v2_r6_b5.jpg,f,34,more,neither,neither,False,685.1833788074473,red
25,38,id33_v1_r6_b5.jpg,m,23,last-month,blue,neither,False,1209.2272221386063,blue
25,76,id33_v2_r5_b6.jpg,m,23,last-month,blue,neither,False,898.954020314941,red
26,26,id33_v1_r5_b6.jpg,m,28,last-month,blue,blue,False,841.8442547751231,red
26,41,id33_v2_r6_b5.jpg,m,28,last-month,blue,blue,False,1054.793326185955,red
27,35,id33_v1_r6_b5.jpg,m,20,more,blue,neither,False,1050.0767353734484,red
27,48,id33_v2_r5_b6.jpg,m,20,more,blue,neither,False,1235.699892122332,blue
28,22,id33_v1_r6_b5.jpg,m,22,last-year,neither,blue,False,1069.0132929939964,red
28,67,id33_v2_r5_b6.jpg,m,22,last-year,neither,blue,False,1191.9937126312257,blue
29,18,id33_v1_r6_b5.jpg,m,32,last-month,red,red,False,724.9225223421952,red
29,46,id33_v2_r5_b6.jpg,m,32,last-month,red,red,False,1044.1703718803226,blue
30,36,id33_v1_r6_b5.jpg,m,33,last-month,neither,red,False,853.1078936863346,red
30,52,id33_v2_r5_b6.jpg,m,33,last-month,neither,red,False,1024.2906274844402,blue
31,4,id33_v1_r5_b6.jpg,m,37,last-year,neither,neither,False,1212.5444003057537,blue
31,73,id33_v2_r6_b5.jpg,m,37,last-year,neither,neither,False,822.7796760370194,red
32,16,id33_v1_r6_b5.jpg,m,25,last-month,red,red,False,1040.089497839285,red
32,41,id33_v2_r5_b6.jpg,m,25,last-month,red,red,False,863.780534515128,blue
33,26,id33_v1_r5_b6.jpg,m,26,more,neither,neither,False,1255.285261507262,red
33,43,id33_v2_r6_b5.jpg,m,26,more,neither,neither,False,943.4953037963594,red
34,10,id33_v1_r6_b5.jpg,f,28,more,neither,neither,False,995.6417522981162,red
34,44,id33_v2_r5_b6.jpg,f,28,more,neither,neither,False,938.8370349743094,red
35,16,id33_v1_r6_b5.jpg,f,23,more,red,blue,False,772.1989270344102,red
35,58,id33_v2_r5_b6.jpg,f,23,more,red,blue,False,968.5598173271007,blue
36,39,id33_v1_r5_b6.jpg,m,22,last-year,red,blue,False,770.3936451978018,blue
36,73,id33_v2_r6_b5.jpg,m,22,last-year,red,blue,False,576.5012318192906,red
37,4,id33_v1_r6_b5.jpg,m,28,last-year,red,blue,False,810.0949684922523,blue
37,70,id33_v2_r5_b6.jpg,m,28,last-year,red,blue,False,805.551573025991,blue
38,24,id33_v1_r6_b5.jpg,f,24,more,blue,neither,False,724.7454042360373,red
38,49,id33_v2_r5_b6.jpg,f,24,more,blue,neither,False,735.493896321587,blue
39,28,id33_v1_r5_b6.jpg,m,32,last-year,blue,neither,False,1040.096838365769,blue
39,40,id33_v2_r6_b5.jpg,m,32,last-year,blue,neither,False,1324.3654290806571,red
40,6,id33_v1_r6_b5.jpg,m,27,last-month,neither,red,False,998.8627394927565,blue
40,75,id33_v2_r5_b6.jpg,m,27,last-month,neither,red,False,798.3571490410552,blue
41,33,id33_v1_r5_b6.jpg,m,34,last-year,both,neither,False,825.904791775049,blue
41,44,id33_v2_r6_b5.jpg,m,34,last-year,both,neither,False,538.5865735133585,red
42,10,id33_v1_r6_b5.jpg,m,32,last-month,red,blue,False,973.4179087884679,red
42,72,id33_v2_r5_b6.jpg,m,32,last-month,red,blue,False,579.4048582907682,blue
43,22,id33_v1_r6_b5.jpg,m,25,last-year,neither,neither,False,900.7027857622095,red
43,76,id33_v2_r5_b6.jpg,m,25,last-year,neither,neither,False,947.7498234922748,red
44,29,id33_v1_r5_b6.jpg,m,34,last-year,neither,neither,False,859.3867235092061,blue
44,47,id33_v2_r6_b5.jpg,m,34,last-year,neither,neither,False,761.1190534978077,red
45,0,id33_v1_r6_b5.jpg,f,34,more,neither,neither,False,1037.4924327900465,blue
45,76,id33_v2_r5_b6.jpg,f,34,more,neither,neither,False,814.0216467637346,blue
46,12,id33_v1_r6_b5.jpg,m,26,last-month,neither,neither,False,1107.0247510569063,red
46,61,id33_v2_r5_b6.jpg,m,26,last-month,neither,neither,False,682.5467009926389,blue
47,12,id33_v1_r5_b6.jpg,f,25,more,neither,neither,False,1050.5029422635744,red
47,40,id33_v2_r6_b5.jpg,f,25,more,neither,neither,False,922.4962960812819,blue
48,0,id33_v1_r5_b6.jpg,m,32,last-month,red,blue,False,1019.4496943633974,blue
48,77,id33_v2_r6_b5.jpg,m,32,last-month,red,blue,False,564.8634567694021,blue
49,36,id33_v1_r5_b6.jpg,f,22,more,neither,red,False,1069.7209850613967,blue
49,49,id33_v2_r6_b5.jpg,f,22,more,neither,red,False,859.2623836277156,red
0,3,id26_v1_r6_b5.jpg,m,33,more,blue,neither,False,1107.0438532727312,red
0,64,id26_v2_r5_b6.jpg,m,33,more,blue,neither,False,914.2097432682854,blue
1,19,id26_v1_r5_b6.jpg,f,27,more,neither,neither,False,837.8114726560975,blue
1,73,id26_v2_r6_b5.jpg,f,27,more,neither,neither,False,854.0273718120139,red
2,25,id26_v1_r5_b6.jpg,m,35,last-month,blue,blue,False,938.5164524996118,blue
2,42,id26_v2_r6_b5.jpg,m,35,last-month,blue,blue,False,896.2079212718202,red
