subject_id,trial_no,filename,scene_id,red_count,blue_count,expected_side,gender,age,experience,favorite_team,favorite_color,sim_psucc,impaired_vision,_sim_psucc_blue,_sim_psucc_red,_sim_scene_penalty,response_time,_sim_psucc_color,response_side
13,43,id13_v2_r5_b6.jpg,13,5,6,blue,m,34,last-year,blue,neither,0.696923181439409,False,0.7659270719522175,0.7659270719522175,0.06900389051280852,707.9899177592521,0.7659270719522175,red
14,22,id13_v1_r5_b6.jpg,13,5,6,blue,m,27,last-year,neither,both,0.710773238402012,False,0.7797771289148205,0.7797771289148205,0.06900389051280852,700.2955952961054,0.7797771289148205,blue
14,73,id13_v2_r6_b5.jpg,13,6,5,red,m,27,last-year,neither,both,0.8186587138036008,False,0.7797771289148205,0.8876626043164093,0.06900389051280852,743.2877863584814,0.8876626043164093,red
15,39,id13_v1_r6_b5.jpg,13,6,5,red,m,24,last-month,blue,neither,0.7408199581001162,False,0.840634094854743,0.8098238486129248,0.06900389051280852,1083.1463080169824,0.8098238486129248,red
15,69,id13_v2_r5_b6.jpg,13,5,6,blue,m,24,last-month,blue,neither,0.7716302043419345,False,0.840634094854743,0.840634094854743,0.06900389051280852,859.004075477459,0.840634094854743,blue
16,39,id13_v1_r6_b5.jpg,13,6,5,red,m,29,last-month,neither,neither,0.7211497548889894,False,0.6670237910730864,0.7901536454017979,0.06900389051280852,831.3733837017846,0.7901536454017979,blue
16,47,id13_v2_r5_b6.jpg,13,5,6,blue,m,29,last-month,neither,neither,0.5980199005602779,False,0.6670237910730864,0.6670237910730864,0.06900389051280852,770.8891156966486,0.6670237910730864,blue
17,36,id13_v1_r5_b6.jpg,13,5,6,blue,m,21,never,neither,blue,0.7133567759307459,False,0.7823606664435544,0.7823606664435544,0.06900389051280852,726.6931112379876,0.7823606664435544,blue
17,59,id13_v2_r6_b5.jpg,13,6,5,red,m,21,never,neither,blue,0.6817640129185809,False,0.7823606664435544,0.7507679034313894,0.06900389051280852,822.2699297772397,0.7507679034313894,blue
18,37,id13_v1_r5_b6.jpg,13,5,6,blue,m,34,more,both,neither,0.7726412618868695,False,0.8416451523996781,0.8416451523996781,0.06900389051280852,763.4989186034516,0.8416451523996781,blue
18,44,id13_v2_r6_b5.jpg,13,6,5,red,m,34,more,both,neither,0.8001746761618632,False,0.8416451523996781,0.8691785666746717,0.06900389051280852,1030.5769911581085,0.8691785666746717,red
19,6,id13_v1_r6_b5.jpg,13,6,5,red,f,31,more,neither,neither,0.6629932027473909,False,0.8143994533645705,0.7793537505992988,0.06900389051280852,821.1981300199164,0.7793537505992988,red
19,54,id13_v2_r5_b6.jpg,13,5,6,blue,f,31,more,neither,neither,0.745395562851762,False,0.8143994533645705,0.8143994533645705,0.06900389051280852,891.4586123950775,0.8143994533645705,blue
20,26,id13_v1_r5_b6.jpg,13,5,6,blue,m,33,last-month,neither,both,0.6368184067860345,False,0.705822297298843,0.705822297298843,0.06900389051280852,1173.2629629753624,0.705822297298843,red
20,41,id13_v2_r6_b5.jpg,13,6,5,red,m,33,last-month,neither,both,0.8185335394325673,False,0.705822297298843,0.8875374299453759,0.06900389051280852,1204.1782578639109,0.8875374299453759,red
21,38,id13_v1_r5_b6.jpg,13,5,6,blue,m,26,never,neither,neither,0.6806053815048336,False,0.7496092720176422,0.7496092720176422,0.06900389051280852,973.6656537155905,0.7496092720176422,red
21,57,id13_v2_r6_b5.jpg,13,6,5,red,m,26,never,neither,neither,0.7849843409296346,False,0.7496092720176422,0.8539882314424432,0.06900389051280852,868.5757382133578,0.8539882314424432,blue
22,19,id13_v1_r5_b6.jpg,13,5,6,blue,f,37,more,neither,blue,0.7612793577071436,False,0.8302832482199521,0.8302832482199521,0.06900389051280852,1194.4395405070547,0.8302832482199521,red
22,56,id13_v2_r6_b5.jpg,13,6,5,red,f,37,more,neither,blue,0.6934104662127909,False,0.8302832482199521,0.7624143567255994,0.06900389051280852,649.2016080929567,0.7624143567255994,red
23,33,id13_v1_r6_b5.jpg,13,6,5,red,m,36,last-year,neither,neither,0.7558792489203107,False,0.711561926251191,0.8248831394331192,0.06900389051280852,830.8454179222667,0.8248831394331192,red
23,68,id13_v2_r5_b6.jpg,13,5,6,blue,m,36,last-year,neither,neither,0.6425580357383824,False,0.711561926251191,0.711561926251191,0.06900389051280852,833.9244645431291,0.711561926251191,red
24,17,id13_v1_r6_b5.jpg,13,6,5,red,f,34,more,neither,neither,0.5963662459288996,False,0.6954745360817307,0.6653701364417082,0.06900389051280852,986.7244855317189,0.6653701364417082,red
24,61,id13_v2_r5_b6.jpg,13,5,6,blue,f,34,more,neither,neither,0.6264706455689222,False,0.6954745360817307,0.6954745360817307,0.06900389051280852,749.9294450350658,0.6954745360817307,blue
25,9,id13_v1_r6_b5.jpg,13,6,5,red,m,23,last-month,blue,neither,0.7872117732063735,False,0.7820214273870351,0.856215663719182,0.06900389051280852,1151.5935943795762,0.856215663719182,red
25,50,id13_v2_r5_b6.jpg,13,5,6,blue,m,23,last-month,blue,neither,0.7130175368742265,False,0.7820214273870351,0.7820214273870351,0.06900389051280852,1249.7902428657053,0.7820214273870351,blue
26,9,id13_v1_r5_b6.jpg,13,5,6,blue,m,28,last-month,blue,blue,0.6268963222402832,False,0.6959002127530918,0.6959002127530918,0.06900389051280852,998.8423103338711,0.6959002127530918,red
26,63,id13_v2_r6_b5.jpg,13,6,5,red,m,28,last-month,blue,blue,0.8616521551492199,False,0.6959002127530918,0.9306560456620284,0.06900389051280852,549.9699244643797,0.9306560456620284,blue
27,29,id13_v1_r6_b5.jpg,13,6,5,red,m,20,more,blue,neither,0.7499905072233696,False,0.7340467059789562,0.8189943977361781,0.06900389051280852,1020.5628651985363,0.8189943977361781,red
27,57,id13_v2_r5_b6.jpg,13,5,6,blue,m,20,more,blue,neither,0.6650428154661476,False,0.7340467059789562,0.7340467059789562,0.06900389051280852,1172.431076156692,0.7340467059789562,blue
28,27,id13_v1_r5_b6.jpg,13,5,6,blue,m,22,last-year,neither,blue,0.7360356802391474,False,0.805039570751956,0.805039570751956,0.06900389051280852,1410.1633280550045,0.805039570751956,red
28,62,id13_v2_r6_b5.jpg,13,6,5,red,m,22,last-year,neither,blue,0.8230357648329402,False,0.805039570751956,0.8920396553457487,0.06900389051280852,1073.7891187932576,0.8920396553457487,red
29,26,id13_v1_r6_b5.jpg,13,6,5,red,m,32,last-month,red,red,0.6261594646410257,False,0.5966413530314035,0.6951633551538342,0.06900389051280852,771.8360038815413,0.6951633551538342,blue
29,42,id13_v2_r5_b6.jpg,13,5,6,blue,m,32,last-month,red,red,0.527637462518595,False,0.5966413530314035,0.5966413530314035,0.06900389051280852,988.7321530351535,0.5966413530314035,red
30,7,id13_v1_r5_b6.jpg,13,5,6,blue,m,33,last-month,neither,red,0.4808943535590272,False,0.5722654233071394,0.5722654233071394,0.06900389051280852,1469.089751912242,0.5722654233071394,blue
30,50,id13_v2_r6_b5.jpg,13,6,5,red,m,33,last-month,neither,red,0.6213852926899549,False,0.5722654233071394,0.6903891832027634,0.06900389051280852,861.1730282514322,0.6903891832027634,red
31,5,id13_v1_r6_b5.jpg,13,6,5,red,m,37,last-year,neither,neither,0.5290460084375243,False,0.7530902326506588,0.6496641436759449,0.06900389051280852,1093.179632600666,0.6496641436759449,red
31,78,id13_v2_r5_b6.jpg,13,5,6,blue,m,37,last-year,neither,neither,0.6840863421378502,False,0.7530902326506588,0.7530902326506588,0.06900389051280852,1021.2177930013133,0.7530902326506588,blue
32,8,id13_v1_r6_b5.jpg,13,6,5,red,m,25,last-month,red,red,0.6342200219839493,False,0.7972791459748706,0.717638003905484,0.06900389051280852,602.0369513459267,0.717638003905484,red
32,78,id13_v2_r5_b6.jpg,13,5,6,blue,m,25,last-month,red,red,0.7282752554620621,False,0.7972791459748706,0.7972791459748706,0.06900389051280852,783.3423666444369,0.7972791459748706,blue
33,27,id13_v1_r5_b6.jpg,13,5,6,blue,m,26,more,neither,neither,0.6710714031175347,False,0.7400752936303432,0.7400752936303432,0.06900389051280852,994.0746867583337,0.7400752936303432,blue
33,45,id13_v2_r6_b5.jpg,13,6,5,red,m,26,more,neither,neither,0.7635707887681992,False,0.7400752936303432,0.8325746792810077,0.06900389051280852,1034.8346020183485,0.8325746792810077,red
34,25,id13_v1_r6_b5.jpg,13,6,5,red,f,28,more,neither,neither,0.6699439385430878,False,0.7938172613211147,0.7389478290558963,0.06900389051280852,975.3825529009623,0.7389478290558963,blue
34,52,id13_v2_r5_b6.jpg,13,5,6,blue,f,28,more,neither,neither,0.7248133708083062,False,0.7938172613211147,0.7938172613211147,0.06900389051280852,1341.1987997451045,0.7938172613211147,red
35,15,id13_v1_r6_b5.jpg,13,6,5,red,f,23,more,red,blue,0.7157197601624308,False,0.7772405186725484,0.7847236506752393,0.06900389051280852,810.5061148819387,0.7847236506752393,red
35,73,id13_v2_r5_b6.jpg,13,5,6,blue,f,23,more,red,blue,0.7082366281597399,False,0.7772405186725484,0.7772405186725484,0.06900389051280852,649.9368979588947,0.7772405186725484,red
36,5,id13_v1_r6_b5.jpg,13,6,5,red,m,22,last-year,red,blue,0.6584257708966187,False,0.7450615897567402,0.7916663219847071,0.06900389051280852,773.7532210099117,0.7916663219847071,blue
36,64,id13_v2_r5_b6.jpg,13,5,6,blue,m,22,last-year,red,blue,0.6760576992439317,False,0.7450615897567402,0.7450615897567402,0.06900389051280852,1001.775429535812,0.7450615897567402,blue
37,11,id13_v1_r5_b6.jpg,13,5,6,blue,m,28,last-year,red,blue,0.8244653064054327,False,0.8934691969182412,0.8934691969182412,0.06900389051280852,1047.5014867367836,0.8934691969182412,blue
37,61,id13_v2_r6_b5.jpg,13,6,5,red,m,28,last-year,red,blue,0.7084415018447883,False,0.8934691969182412,0.7774453923575968,0.06900389051280852,833.6619526179676,0.7774453923575968,blue
38,15,id13_v1_r6_b5.jpg,13,6,5,red,f,24,more,blue,neither,0.670142151633462,False,0.7380442341307221,0.7391460421462706,0.06900389051280852,901.8498319192203,0.7391460421462706,blue
38,63,id13_v2_r5_b6.jpg,13,5,6,blue,f,24,more,blue,neither,0.6690403436179135,False,0.7380442341307221,0.7380442341307221,0.06900389051280852,1030.4712274712247,0.7380442341307221,red
39,13,id13_v1_r5_b6.jpg,13,5,6,blue,m,32,last-year,blue,neither,0.7813000453920829,False,0.8503039359048914,0.8503039359048914,0.06900389051280852,1331.6938217027011,0.8503039359048914,red
39,67,id13_v2_r6_b5.jpg,13,6,5,red,m,32,last-year,blue,neither,0.5885260955691504,False,0.8503039359048914,0.6575299860819589,0.06900389051280852,1009.2706874393865,0.6575299860819589,blue
40,0,id13_v1_r5_b6.jpg,13,5,6,blue,m,27,last-month,neither,red,0.5197002601339502,False,0.7186292156802463,0.7186292156802463,0.06900389051280852,1124.7547963705804,0.7186292156802463,blue
40,44,id13_v2_r6_b5.jpg,13,6,5,red,m,27,last-month,neither,red,0.7014971338076111,False,0.7186292156802463,0.7705010243204197,0.06900389051280852,1200.997009996916,0.7705010243204197,red
41,39,id13_v1_r5_b6.jpg,13,5,6,blue,m,34,last-year,both,neither,0.6853515072622077,False,0.7543553977750163,0.7543553977750163,0.06900389051280852,697.7473266965775,0.7543553977750163,blue
41,46,id13_v2_r6_b5.jpg,13,6,5,red,m,34,last-year,both,neither,0.7439019474737523,False,0.7543553977750163,0.8129058379865608,0.06900389051280852,788.3568381994933,0.8129058379865608,blue
42,5,id13_v1_r5_b6.jpg,13,5,6,blue,m,32,last-month,red,blue,0.6626859695870971,False,0.79634214981572,0.79634214981572,0.06900389051280852,965.736451401252,0.79634214981572,blue
42,43,id13_v2_r6_b5.jpg,13,6,5,red,m,32,last-month,red,blue,0.7668098056943214,False,0.79634214981572,0.83581369620713,0.06900389051280852,1086.1898398538262,0.83581369620713,red
43,34,id13_v1_r6_b5.jpg,13,6,5,red,m,25,last-year,neither,neither,0.8666758540356824,False,0.7618359634003408,0.9356797445484909,0.06900389051280852,1067.7960278561786,0.9356797445484909,blue
43,60,id13_v2_r5_b6.jpg,13,5,6,blue,m,25,last-year,neither,neither,0.6928320728875322,False,0.7618359634003408,0.7618359634003408,0.06900389051280852,965.1470399637192,0.7618359634003408,blue
44,21,id13_v1_r5_b6.jpg,13,5,6,blue,m,34,last-year,neither,neither,0.6282843491144561,False,0.6972882396272646,0.6972882396272646,0.06900389051280852,1025.4560857031306,0.6972882396272646,red
44,59,id13_v2_r6_b5.jpg,13,6,5,red,m,34,last-year,neither,neither,0.7973112603432614,False,0.6972882396272646,0.8663151508560699,0.06900389051280852,562.1812439765547,0.8663151508560699,red
45,17,id13_v1_r5_b6.jpg,13,5,6,blue,f,34,more,neither,neither,0.6989985713678507,False,0.7680024618806592,0.7680024618806592,0.06900389051280852,1098.8995671216717,0.7680024618806592,red
45,69,id13_v2_r6_b5.jpg,13,6,5,red,f,34,more,neither,neither,0.7459381118394107,False,0.7680024618806592,0.8149420023522193,0.06900389051280852,985.3634927289546,0.8149420023522193,blue
46,0,id13_v1_r6_b5.jpg,13,6,5,red,m,26,last-month,neither,neither,0.49221495092938794,False,0.8084894303949208,0.6842725791745434,0.06900389051280852,1002.6609088108637,0.6842725791745434,blue
46,66,id13_v2_r5_b6.jpg,13,5,6,blue,m,26,last-month,neither,neither,0.7394855398821123,False,0.8084894303949208,0.8084894303949208,0.06900389051280852,728.4954977681741,0.8084894303949208,red
47,2,id13_v1_r5_b6.jpg,13,5,6,blue,f,25,more,neither,neither,0.5965519690639522,False,0.775447011772752,0.775447011772752,0.06900389051280852,727.8649482352317,0.775447011772752,blue
47,52,id13_v2_r6_b5.jpg,13,6,5,red,f,25,more,neither,neither,0.7223702766419092,False,0.775447011772752,0.7913741671547178,0.06900389051280852,891.7278661262238,0.7913741671547178,red
48,36,id13_v1_r5_b6.jpg,13,5,6,blue,m,32,last-month,red,blue,0.6163344093529646,False,0.6853382998657731,0.6853382998657731,0.06900389051280852,1063.4417513254884,0.6853382998657731,red
48,49,id13_v2_r6_b5.jpg,13,6,5,red,m,32,last-month,red,blue,0.7300916272052854,False,0.6853382998657731,0.799095517718094,0.06900389051280852,784.7475578880725,0.799095517718094,blue
49,31,id13_v1_r6_b5.jpg,13,6,5,red,f,22,more,neither,red,0.7200738218003497,False,0.7963171404126823,0.7890777123131583,0.06900389051280852,756.9237048124814,0.7890777123131583,red
49,66,id13_v2_r5_b6.jpg,13,5,6,blue,f,22,more,neither,red,0.7273132498998738,False,0.7963171404126823,0.7963171404126823,0.06900389051280852,776.8154138693159,0.7963171404126823,blue
0,1,id29_v1_r6_b5.jpg,29,6,5,red,m,33,more,blue,neither,0.6446175190313822,False,0.7179375137697107,0.799505788715246,0.015511508812213776,1233.3136884735193,0.799505788715246,blue
0,54,id29_v2_r5_b6.jpg,29,5,6,blue,m,33,more,blue,neither,0.702426004957497,False,0.7179375137697107,0.7179375137697107,0.015511508812213776,1008.7983450248075,0.7179375137697107,blue
1,4,id29_v1_r6_b5.jpg,29,6,5,red,f,27,more,neither,neither,0.6054870402550432,False,0.7484803502857114,0.6966844290991373,0.015511508812213776,1050.21317556853,0.6966844290991373,red
1,44,id29_v2_r5_b6.jpg,29,5,6,blue,f,27,more,neither,neither,0.7329688414734976,False,0.7484803502857114,0.7484803502857114,0.015511508812213776,780.5516501682911,0.7484803502857114,blue
2,26,id29_v1_r6_b5.jpg,29,6,5,red,m,35,last-month,blue,blue,0.9214733331966901,False,0.7858012154975129,0.9369848420089039,0.015511508812213776,857.0416815221163,0.9369848420089039,red
2,40,id29_v2_r5_b6.jpg,29,5,6,blue,m,35,last-month,blue,blue,0.7702897066852992,False,0.7858012154975129,0.7858012154975129,0.015511508812213776,1107.1576087734081,0.7858012154975129,red
3,36,id29_v1_r6_b5.jpg,29,6,5,red,f,32,more,neither,neither,0.7618822064290939,False,0.8243825170005967,0.7773937152413076,0.015511508812213776,875.429894941785,0.7773937152413076,red
3,74,id29_v2_r5_b6.jpg,29,5,6,blue,f,32,more,neither,neither,0.808871008188383,False,0.8243825170005967,0.8243825170005967,0.015511508812213776,810.8161347428801,0.8243825170005967,blue
4,35,id29_v1_r5_b6.jpg,29,5,6,blue,m,21,last-year,blue,neither,0.6838140462138768,False,0.6993255550260905,0.6993255550260905,0.015511508812213776,727.9402070942114,0.6993255550260905,red
4,69,id29_v2_r6_b5.jpg,29,6,5,red,m,21,last-year,blue,neither,0.8267068335340209,False,0.6993255550260905,0.8422183423462346,0.015511508812213776,578.0483686111761,0.8422183423462346,red
5,16,id29_v1_r6_b5.jpg,29,6,5,red,f,37,more,neither,blue,0.7207386137363,False,0.8182774340423229,0.7362501225485137,0.015511508812213776,827.1903017404794,0.7362501225485137,blue
5,62,id29_v2_r5_b6.jpg,29,5,6,blue,f,37,more,neither,blue,0.8027659252301091,False,0.8182774340423229,0.8182774340423229,0.015511508812213776,934.7483026200915,0.8182774340423229,blue
6,16,id29_v1_r6_b5.jpg,29,6,5,red,f,33,more,neither,neither,0.74287827013177,False,0.802755024372254,0.7583897789439837,0.015511508812213776,977.7963057302953,0.7583897789439837,blue
6,42,id29_v2_r5_b6.jpg,29,5,6,blue,f,33,more,neither,neither,0.7872435155600402,False,0.802755024372254,0.802755024372254,0.015511508812213776,981.5673409846792,0.802755024372254,blue
7,30,id29_v1_r6_b5.jpg,29,6,5,red,f,34,more,neither,neither,0.8262169877842714,False,0.7721669358354686,0.8417284965964852,0.015511508812213776,986.3665068025811,0.8417284965964852,blue
7,62,id29_v2_r5_b6.jpg,29,5,6,blue,f,34,more,neither,neither,0.7566554270232548,False,0.7721669358354686,0.7721669358354686,0.015511508812213776,833.052279514726,0.7721669358354686,blue
8,0,id29_v1_r6_b5.jpg,29,6,5,red,m,22,last-month,neither,blue,0.6281092918755313,False,0.779771225932138,0.8006481236566279,0.015511508812213776,848.6399036460899,0.8006481236566279,red
8,48,id29_v2_r5_b6.jpg,29,5,6,blue,m,22,last-month,neither,blue,0.7642597171199242,False,0.779771225932138,0.779771225932138,0.015511508812213776,851.5097682414942,0.779771225932138,red
9,31,id29_v1_r6_b5.jpg,29,6,5,red,m,28,last-year,neither,neither,0.8255306047554903,False,0.7664618678287032,0.8410421135677041,0.015511508812213776,949.5396681494726,0.8410421135677041,red
9,75,id29_v2_r5_b6.jpg,29,5,6,blue,m,28,last-year,neither,neither,0.7509503590164894,False,0.7664618678287032,0.7664618678287032,0.015511508812213776,937.7485485038617,0.7664618678287032,blue
10,0,id29_v1_r6_b5.jpg,29,6,5,red,f,26,more,neither,neither,0.6192515778087706,False,0.7786151680349189,0.789575981073177,0.015511508812213776,1189.4151806584925,0.789575981073177,red
10,64,id29_v2_r5_b6.jpg,29,5,6,blue,f,26,more,neither,neither,0.7631036592227052,False,0.7786151680349189,0.7786151680349189,0.015511508812213776,1025.8130591308354,0.7786151680349189,red
11,30,id29_v1_r5_b6.jpg,29,5,6,blue,m,36,last-year,red,both,0.6777370533640127,False,0.6932485621762264,0.6932485621762264,0.015511508812213776,1045.038644489635,0.6932485621762264,red
11,46,id29_v2_r6_b5.jpg,29,6,5,red,m,36,last-year,red,both,0.658785215233608,False,0.6932485621762264,0.6742967240458217,0.015511508812213776,664.0536224844664,0.6742967240458217,red
12,4,id29_v1_r5_b6.jpg,29,5,6,blue,m,31,last-month,neither,neither,0.612538098267538,False,0.704616869363194,0.704616869363194,0.015511508812213776,913.0171481651716,0.704616869363194,red
12,61,id29_v2_r6_b5.jpg,29,6,5,red,m,31,last-month,neither,neither,0.7299619350855229,False,0.704616869363194,0.7454734438977366,0.015511508812213776,879.4106645427512,0.7454734438977366,red
13,16,id29_v1_r5_b6.jpg,29,5,6,blue,m,34,last-year,blue,neither,0.7504155631400038,False,0.7659270719522175,0.7659270719522175,0.015511508812213776,698.3970653500992,0.7659270719522175,blue
13,54,id29_v2_r6_b5.jpg,29,6,5,red,m,34,last-year,blue,neither,0.7265385163380453,False,0.7659270719522175,0.7420500251502591,0.015511508812213776,782.1466164871507,0.7420500251502591,red
14,34,id29_v1_r5_b6.jpg,29,5,6,blue,m,27,last-year,neither,both,0.7642656201026068,False,0.7797771289148205,0.7797771289148205,0.015511508812213776,899.7376906485923,0.7797771289148205,blue
14,63,id29_v2_r6_b5.jpg,29,6,5,red,m,27,last-year,neither,both,0.8721510955041956,False,0.7797771289148205,0.8876626043164093,0.015511508812213776,749.7358156919912,0.8876626043164093,red
15,2,id29_v1_r5_b6.jpg,29,5,6,blue,m,24,last-month,blue,neither,0.6967701837692469,False,0.840634094854743,0.840634094854743,0.015511508812213776,1231.5055932980013,0.840634094854743,red
15,75,id29_v2_r6_b5.jpg,29,6,5,red,m,24,last-month,blue,neither,0.794312339800711,False,0.840634094854743,0.8098238486129248,0.015511508812213776,951.0407246747975,0.8098238486129248,blue
16,8,id29_v1_r6_b5.jpg,29,6,5,red,m,29,last-month,neither,neither,0.7574278668875933,False,0.6670237910730864,0.7901536454017979,0.015511508812213776,877.4663210093584,0.7901536454017979,red
16,49,id29_v2_r5_b6.jpg,29,5,6,blue,m,29,last-month,neither,neither,0.6515122822608727,False,0.6670237910730864,0.6670237910730864,0.015511508812213776,1101.7751654524418,0.6670237910730864,blue
17,27,id29_v1_r6_b5.jpg,29,6,5,red,m,21,never,neither,blue,0.7352563946191757,False,0.7823606664435544,0.7507679034313894,0.015511508812213776,882.2124559181653,0.7507679034313894,red
17,79,id29_v2_r5_b6.jpg,29,5,6,blue,m,21,never,neither,blue,0.7668491576313406,False,0.7823606664435544,0.7823606664435544,0.015511508812213776,667.9253714957619,0.7823606664435544,red
18,6,id29_v1_r5_b6.jpg,29,5,6,blue,m,34,more,both,neither,0.7710580673483001,False,0.8416451523996781,0.8416451523996781,0.015511508812213776,870.2890644506552,0.8416451523996781,red
18,71,id29_v2_r6_b5.jpg,29,6,5,red,m,34,more,both,neither,0.853667057862458,False,0.8416451523996781,0.8691785666746717,0.015511508812213776,731.7822110994294,0.8691785666746717,blue
19,34,id29_v1_r5_b6.jpg,29,5,6,blue,f,31,more,neither,neither,0.7988879445523568,False,0.8143994533645705,0.8143994533645705,0.015511508812213776,1063.9278650446252,0.8143994533645705,blue
19,40,id29_v2_r6_b5.jpg,29,6,5,red,f,31,more,neither,neither,0.763842241787085,False,0.8143994533645705,0.7793537505992988,0.015511508812213776,739.8916625668232,0.7793537505992988,red
